year,subject,school_name,school_type,group_id,group_code,xuanke_req,xuanke_subjects,plan_count,min_score,min_rank,tuition_yuan,city,is_special,data_source
,物理,上海交通大学,985,05,05组,不限,不限,0,686,63,5500,上海,否,gk100 TOP100
,物理,北京大学,985,05,05组,不限,不限,0,686,63,5500,北京,否,gk100 TOP100
,物理,清华大学,985,04,04组,不限,不限,0,684,63,5500,北京,否,gk100 TOP100
,物理,复旦大学上海医学院,普通,01,01组,不限,不限,0,681,164,5500,其他,否,gk100 TOP100
,物理,北京大学医学部,普通,04,04组,不限,不限,0,681,164,5500,其他,否,gk100 TOP100
,物理,上海交通大学医学院,普通,02,02组,不限,不限,0,678,261,5500,其他,否,gk100 TOP100
,物理,上海交通大学,985,03,03组,不限,不限,0,673,506,5500,上海,否,gk100 TOP100
,物理,复旦大学,985,04,04组,不限,不限,0,672,570,5500,上海,否,gk100 TOP100
,物理,浙江大学,985,02,02组,不限,不限,0,672,570,5500,杭州,否,gk100 TOP100
,物理,北京大学医学部,普通,03,03组,不限,不限,0,671,649,5500,其他,否,gk100 TOP100
,物理,中国科学技术大学,985,01,01组,不限,不限,0,669,830,5500,合肥,否,gk100 TOP100
,物理,中国科学院大学,普通,02,02组,不限,不限,0,669,830,5500,其他,否,gk100 TOP100
,物理,哈尔滨工业大学,985,08,08组,不限,不限,0,668,937,5500,其他,否,gk100 TOP100
,物理,北京大学医学部,普通,02,02组,不限,不限,0,667,1039,5500,其他,否,gk100 TOP100
,物理,上海交通大学,985,04,04组(中外合作),不限,不限,0,663,1521,5500,上海,是,gk100 TOP100
,物理,上海交通大学医学院,普通,01,01组,不限,不限,0,663,1521,5500,其他,否,gk100 TOP100
,物理,哈尔滨工业大学,985,04,04组,不限,不限,0,663,1521,5500,其他,否,gk100 TOP100
,物理,南京大学,985,07,07组,不限,不限,0,661,1835,5500,南京,否,gk100 TOP100
,物理,中国人民大学,985,05,05组,不限,不限,0,661,1835,5500,北京,否,gk100 TOP100
,物理,四川大学,985,10,10组,不限,不限,0,661,1835,5500,其他,否,gk100 TOP100
,物理,北京理工大学,985,02,02组,不限,不限,0,660,2027,5500,北京,否,gk100 TOP100
,物理,北京航空航天大学,985,02,02组,不限,不限,0,659,2209,5500,北京,否,gk100 TOP100
,物理,南京大学,985,08,08组,不限,不限,0,658,2414,5500,南京,否,gk100 TOP100
,物理,中国人民大学(苏州校区),985,05,05组,不限,不限,0,658,2414,5500,北京,否,gk100 TOP100
,物理,哈尔滨工业大学(深圳),985,02,02组,不限,不限,0,658,2414,5500,其他,否,gk100 TOP100
,物理,东南大学,985,06,06组,不限,不限,0,657,2618,5500,南京,否,gk100 TOP100
,物理,同济大学,985,04,04组,不限,不限,0,657,2618,5500,上海,否,gk100 TOP100
,物理,复旦大学上海医学院,普通,02,02组,不限,不限,0,657,2618,5500,其他,否,gk100 TOP100
,物理,北京理工大学,985,03,03组,不限,不限,0,657,2618,5500,北京,否,gk100 TOP100
,物理,浙江大学医学院,普通,01,01组,不限,不限,0,655,3081,5500,其他,否,gk100 TOP100
,物理,北京邮电大学,211,04,04组,不限,不限,0,655,3081,5500,北京,否,gk100 TOP100
,物理,四川大学,985,09,09组,不限,不限,0,655,3081,5500,其他,否,gk100 TOP100
,物理,东南大学,985,07,07组,不限,不限,0,654,3281,5500,南京,否,gk100 TOP100
,物理,南京航空航天大学,211,04,04组,不限,不限,0,654,3281,5500,南京,否,gk100 TOP100
,物理,中南大学,985,06,06组,不限,不限,0,654,3281,5500,其他,否,gk100 TOP100
,物理,同济大学,985,05,05组,不限,不限,0,653,3556,5500,上海,否,gk100 TOP100
,物理,武汉大学,985,06,06组,不限,不限,0,653,3556,5500,武汉,否,gk100 TOP100
,物理,华中科技大学,985,02,02组,不限,不限,0,653,3556,5500,武汉,否,gk100 TOP100
,物理,西安交通大学,985,03,03组,不限,不限,0,653,3556,5500,其他,否,gk100 TOP100
,物理,同济大学,985,07,07组(中外合作),不限,不限,0,652,3805,5500,上海,是,gk100 TOP100
,物理,华南理工大学,985,05,05组,不限,不限,0,652,3805,5500,广州,否,gk100 TOP100
,物理,浙江大学,985,03,03组(中外合作),不限,不限,0,651,4082,5500,杭州,是,gk100 TOP100
,物理,南开大学,985,03,03组,不限,不限,0,651,4082,5500,其他,否,gk100 TOP100
,物理,武汉大学,985,05,05组,不限,不限,0,651,4082,5500,武汉,否,gk100 TOP100
,物理,西安交通大学,985,07,07组,不限,不限,0,651,4082,5500,其他,否,gk100 TOP100
,物理,哈尔滨工业大学(威海),985,01,01组,不限,不限,0,650,4363,5500,其他,否,gk100 TOP100
,物理,天津医科大学,211,05,05组,不限,不限,0,650,4363,5500,其他,否,gk100 TOP100
,物理,电子科技大学,985,02,02组,不限,不限,0,650,4363,5500,其他,否,gk100 TOP100
,物理,重庆大学,985,03,03组,不限,不限,0,650,4363,5500,其他,否,gk100 TOP100
,物理,西北工业大学,985,03,03组,不限,不限,0,650,4363,5500,其他,否,gk100 TOP100
,物理,南京航空航天大学,211,05,05组,不限,不限,0,649,4675,5500,南京,否,gk100 TOP100
,物理,中国人民大学(苏州校区),985,04,04组(中外合作),不限,不限,0,649,4675,5500,北京,是,gk100 TOP100
,物理,同济大学,985,06,06组,不限,不限,0,649,4675,5500,上海,否,gk100 TOP100
,物理,华东师范大学,普通,04,04组,不限,不限,0,649,4675,5500,上海,否,gk100 TOP100
,物理,华南理工大学,985,06,06组,不限,不限,0,649,4675,5500,广州,否,gk100 TOP100
,物理,电子科技大学(沙河校区),985,01,01组,不限,不限,0,649,4675,5500,其他,否,gk100 TOP100
,物理,西安交通大学,985,06,06组(中外合作),不限,不限,0,649,4675,5500,其他,是,gk100 TOP100
,物理,哈尔滨工业大学(威海),985,02,02组,不限,不限,0,648,4973,5500,其他,否,gk100 TOP100
,物理,中山大学,985,04,04组,不限,不限,0,648,4973,5500,广州,否,gk100 TOP100
,物理,华南理工大学,985,03,03组,不限,不限,0,648,4973,5500,广州,否,gk100 TOP100
,物理,西安交通大学,985,02,02组,不限,不限,0,648,4973,5500,其他,否,gk100 TOP100
,物理,北京邮电大学,211,01,01组,不限,不限,0,647,5310,5500,北京,否,gk100 TOP100
,物理,天津大学,985,02,02组,不限,不限,0,647,5310,5500,其他,否,gk100 TOP100
,物理,武汉大学,985,07,07组,不限,不限,0,647,5310,5500,武汉,否,gk100 TOP100
,物理,华中科技大学,985,03,03组,不限,不限,0,647,5310,5500,武汉,否,gk100 TOP100
,物理,四川大学,985,06,06组,不限,不限,0,647,5310,5500,其他,否,gk100 TOP100
,物理,中国药科大学,211,03,03组,不限,不限,0,646,5633,5500,南京,否,gk100 TOP100
,物理,华东师范大学,普通,05,05组,不限,不限,0,646,5633,5500,上海,否,gk100 TOP100
,物理,浙江大学医学院,普通,02,02组(中外合作),不限,不限,0,646,5633,5500,其他,是,gk100 TOP100
,物理,北京航空航天大学,985,03,03组(中外合作),不限,不限,0,646,5633,5500,北京,是,gk100 TOP100
,物理,大连理工大学,985,02,02组,不限,不限,0,646,5633,5500,其他,否,gk100 TOP100
,物理,哈尔滨工业大学(深圳),985,03,03组(中外合作),不限,不限,0,646,5633,5500,其他,是,gk100 TOP100
,物理,南京大学,985,09,09组(中外合作),不限,不限,0,645,5985,5500,南京,是,gk100 TOP100
,物理,南京航空航天大学,211,06,06组,不限,不限,0,645,5985,5500,南京,否,gk100 TOP100
,物理,山东大学,985,05,05组,不限,不限,0,645,5985,5500,其他,否,gk100 TOP100
,物理,北京交通大学,211,03,03组,不限,不限,0,645,5985,5500,北京,否,gk100 TOP100
,物理,吉林大学,985,11,11组,不限,不限,0,645,5985,5500,其他,否,gk100 TOP100
,物理,东南大学,985,08,08组,不限,不限,0,644,6362,5500,南京,否,gk100 TOP100
,物理,厦门大学,985,04,04组,不限,不限,0,644,6362,5500,其他,否,gk100 TOP100
,物理,北京师范大学,985,05,05组,不限,不限,0,644,6362,5500,北京,否,gk100 TOP100
,物理,北京交通大学,211,04,04组,不限,不限,0,644,6362,5500,北京,否,gk100 TOP100
,物理,中山大学,985,03,03组,不限,不限,0,644,6362,5500,广州,否,gk100 TOP100
,物理,华南理工大学,985,04,04组,不限,不限,0,644,6362,5500,广州,否,gk100 TOP100
,物理,电子科技大学(沙河校区),985,02,02组(中外合作),不限,不限,0,644,6362,5500,其他,是,gk100 TOP100
,物理,西安交通大学,985,04,04组(医学类),不限,不限,0,644,6362,5500,其他,否,gk100 TOP100
,物理,南京理工大学,211,02,02组,不限,不限,0,643,6732,5500,南京,否,gk100 TOP100
,物理,河海大学,211,04,04组,不限,不限,0,643,6732,5500,南京,否,gk100 TOP100
,物理,中国人民大学(苏州校区),985,03,03组(中外合作),不限,不限,0,643,6732,5500,北京,是,gk100 TOP100
,物理,中山大学,985,05,05组,不限,不限,0,643,6732,5500,广州,否,gk100 TOP100
,物理,南京理工大学,211,03,03组,不限,不限,0,642,7121,5500,南京,否,gk100 TOP100
,物理,南京师范大学,211,17,17组,不限,不限,0,642,7121,5500,南京,否,gk100 TOP100
,物理,中国海洋大学,985,14,14组,不限,不限,0,642,7121,5500,其他,否,gk100 TOP100
,物理,北京师范大学,985,04,04组,不限,不限,0,642,7121,5500,北京,否,gk100 TOP100
,物理,吉林大学,985,08,08组,不限,不限,0,642,7121,5500,其他,否,gk100 TOP100
,物理,哈尔滨工业大学,985,06,06组(中外合作),不限,不限,0,642,7121,5500,其他,是,gk100 TOP100
,物理,哈尔滨工程大学,211,08,08组,不限,不限,0,642,7121,5500,其他,否,gk100 TOP100
,物理,武汉理工大学,211,04,04组,不限,不限,0,642,7121,5500,武汉,否,gk100 TOP100
,物理,西北工业大学,985,05,05组(中外合作),不限,不限,0,642,7121,5500,其他,是,gk100 TOP100
,物理,西安电子科技大学,普通,03,03组,不限,不限,0,642,7121,5500,其他,否,gk100 TOP100
,物理,江南大学,211,27,27组,不限,不限,0,641,7529,5500,其他,否,gk100 TOP100
