year,subject,school_name,school_type,group_id,xuanke_req,xuanke_subjects,plan_count,min_score,min_rank,tuition_yuan,city,is_special,data_source
2023,历史,武汉大学,985,2,不限,历史,30,626,2242,5500,武汉,否,555edu 逐校
2023,历史,武汉大学,985,3,不限,历史,30,590,8589,5500,武汉,是,555edu 逐校
2023,历史,武汉大学,985,4,不限,历史,30,623,2523,5500,武汉,是,555edu 逐校
2023,历史,武汉大学,985,5,化学或生物,历史,30,564,19193,5500,武汉,否,555edu 逐校
2023,历史,武汉大学,985,6,政治,历史|政治,30,624,2483,5500,武汉,否,555edu 逐校
2023,历史,华中科技大学,985,2,不限,历史,30,609,4588,5500,武汉,否,555edu 逐校
2023,历史,武汉科技大学,普通,1,不限,历史,30,564,19193,5500,武汉,否,555edu 逐校
2023,历史,长江大学,普通,1,不限,历史,30,526,42621,5500,荆州,否,555edu 逐校
2023,历史,长江大学,普通,2,不限,历史,30,522,45931,5500,荆州,是,555edu 逐校
2023,历史,长江大学,普通,3,不限,历史,30,526,42621,5500,荆州,是,555edu 逐校
2023,历史,长江大学,普通,18,不限,历史,30,531,38583,5500,荆州,否,555edu 逐校
2023,历史,长江大学,普通,19,政治,历史|政治,30,540,32956,5500,荆州,否,555edu 逐校
2023,历史,武汉工程大学,普通,1,不限,历史,30,554,25120,5500,武汉,否,555edu 逐校
2023,历史,武汉工程大学,普通,2,不限,历史,30,552,26312,5500,武汉,是,555edu 逐校
2023,历史,武汉工程大学,普通,3,不限,历史,30,547,29063,5500,武汉,是,555edu 逐校
2023,历史,中国地质大学（武汉）,211,1,不限,历史,30,582,11424,5500,武汉,否,555edu 逐校
2023,历史,中国地质大学（武汉）,211,2,政治,历史|政治,30,587,9842,5500,武汉,否,555edu 逐校
2023,历史,武汉纺织大学,普通,1,不限,历史,30,534,37752,5500,武汉,否,555edu 逐校
2023,历史,武汉纺织大学,普通,2,不限,历史,30,522,45931,5500,武汉,是,555edu 逐校
2023,历史,武汉纺织大学,普通,3,不限,历史,30,512,52219,5500,武汉,是,555edu 逐校
2023,历史,武汉轻工大学,普通,1,不限,历史,30,530,40116,5500,武汉,否,555edu 逐校
2023,历史,武汉轻工大学,普通,2,不限,历史,30,517,48942,5500,武汉,否,555edu 逐校
