year,subject,school_name,school_type,group_id,group_code,xuanke_req,xuanke_subjects,plan_count,min_score,min_rank,tuition_yuan,city,is_special,data_source
,历史,广东理工学院,普通,201,201组,不限,不限,0,464,91389,5500,其他,否,gk100 真实
,历史,广州华立学院,普通,208,208组,不限,不限,0,464,91394,5500,其他,否,gk100 真实
,历史,广东白云学院,普通,225,225组(国际班-联合培养),不限,不限,0,464,91395,5500,其他,否,gk100 真实
,历史,广州工商学院,普通,202,202组,不限,不限,0,464,91423,5500,其他,否,gk100 真实
,历史,广州应用科技学院,普通,206,206组,不限,不限,0,464,91444,5500,其他,否,gk100 真实
,历史,广东科技学院,普通,204,204组,不限,不限,0,464,91469,5500,其他,否,gk100 真实
,历史,广州应用科技学院,普通,204,204组,不限,不限,0,464,91470,5500,其他,否,gk100 真实
,历史,广州软件学院,普通,217,217组,不限,不限,0,464,91502,5500,其他,否,gk100 真实
,历史,广东工商职业技术大学,普通,203,203组,不限,不限,0,464,91536,5500,其他,否,gk100 真实
,历史,广东白云学院,普通,227,227组(联合培养),不限,不限,0,464,91541,5500,其他,否,gk100 真实
,历史,广州南方学院,普通,205,205组(联合培养),不限,不限,0,464,91580,5500,其他,否,gk100 真实
,历史,广州应用科技学院,普通,209,209组(联合培养),不限,不限,0,464,91590,5500,其他,否,gk100 真实
,历史,广东科技学院,普通,201,201组,不限,不限,0,464,91596,5500,其他,否,gk100 真实
,历史,广州应用科技学院,普通,207,207组,不限,不限,0,464,91600,5500,其他,否,gk100 真实
,历史,广东理工学院,普通,202,202组,不限,不限,0,464,91604,5500,其他,否,gk100 真实
,历史,广州工商学院,普通,205,205组,不限,不限,0,464,91614,5500,其他,否,gk100 真实
,历史,湛江科技学院,普通,204,204组,不限,不限,0,464,91622,5500,其他,否,gk100 真实
,历史,华南农业大学珠江学院,普通,208,208组,不限,不限,0,464,91633,5500,其他,否,gk100 真实
