year,subject,school_name,batch,kind,min_score,min_rank,group_id,group_name,xuanke_req
2024,历史,武汉生物工程学院,高职高专批,普通类,314,97979,07,第07组,不限
2024,历史,湖北水利水电职业技术学院,高职高专批,普通类,386,64706,01,第01组,不限
2024,历史,湖北水利水电职业技术学院,高职高专批,普通类,401,57904,02,第02组,不限
2024,历史,湖北水利水电职业技术学院,高职高专批,专本联合培养,422,49169,03,第03组,不限
2024,历史,湖北水利水电职业技术学院,高职高专批,专本联合培养,430,46023,04,第04组,不限
2024,历史,湖北水利水电职业技术学院,高职高专批,专本联合培养,422,49169,05,第05组,不限
2024,历史,黄冈科技职业学院,高职高专批,普通类,277,111473,01,第01组,不限
2024,历史,三峡大学,本科批,普通类,534,12945,432,,（03）
2024,历史,武汉工程科技学院,高职高专批,普通类,225,121393,04,第04组,不限
2024,历史,湖北城市建设职业技术学院,高职高专批,乡村振兴,302,102838,01,第01组,不限
2024,历史,湖北城市建设职业技术学院,高职高专批,普通类,356,78519,02,第02组,不限
2024,历史,湖北城市建设职业技术学院,高职高专批,专本联合培养,422,49169,03,第03组,不限
2024,历史,湖北城市建设职业技术学院,高职高专批,专本联合培养,422,49169,04,第04组,不限
2024,历史,湖北城市建设职业技术学院,高职高专批,专本联合培养,422,49169,05,第05组,不限
2024,历史,武汉工程大学邮电与信息工程学院,高职高专批,普通类,275,112080,04,第04组,不限
2024,历史,湖北健康职业学院,高职高专批,普通类,234,120301,01,第01组,不限
2024,历史,武汉城市职业学院,高职高专批,普通类,421,49550,01,第01组,不限
2024,历史,武汉城市职业学院,高职高专批,普通类,422,49169,02,第02组,不限
2024,历史,武汉城市职业学院,高职高专批,普通类,421,49550,03,第03组,不限
2024,历史,武汉城市职业学院,高职高专批,普通类,420,49951,04,第04组,不限
2024,历史,武汉城市职业学院,高职高专批,普通类,422,49169,05,第05组,不限
2024,历史,武汉城市职业学院,高职高专批,普通类,424,48379,06,第06组,不限
2024,历史,武汉城市职业学院,高职高专批,普通类,345,83786,07,第07组,不限
2024,历史,武汉城市职业学院,高职高专批,专本联合培养,424,48379,08,第08组,不限
2024,历史,武汉城市职业学院,高职高专批,专本联合培养,429,46412,09,第09组,不限
2024,历史,武汉城市职业学院,高职高专批,专本联合培养,431,45621,10,第10组,不限
2024,历史,湖北黄冈应急管理职业技术学院,高职高专批,普通类,321,94929,01,第01组,不限
2024,历史,湖北工程学院新技术学院,高职高专批,普通类,307,100836,04,第04组,不限
2024,历史,武汉铁路桥梁职业学院,高职高专批,普通类,393,61457,01,第01组,不限
2024,历史,武汉铁路桥梁职业学院,高职高专批,普通类,294,105863,02,第02组,不限
2024,历史,武昌工学院,本科批,普通类,438,42943,432,,（01）
2024,历史,华中师范大学,本科批,少数民族预科班,591,3043,04,第04组,不限
