year,subject,school_name,school_type,group_id,xuanke_req,xuanke_subjects,plan_count,min_score,min_rank,tuition_yuan,city,is_special,data_source
2024,历史,湖北第二师范学院,普通,1,不限,历史,30,510,19082,5500,其他,否,MinerU Flash
2024,历史,湖北美术学院,普通,1,不限,历史,30,490,24923,5500,武汉,否,MinerU Flash
2024,历史,湖北汽车工业学院,普通,2,不限,历史,30,485,26443,5500,其他,是,MinerU Flash
2024,历史,武汉城市学院,普通,1,不限,历史,30,433,44827,5500,武汉,否,MinerU Flash
2024,历史,湖北汽车工业学院,普通,1,不限,历史,30,490,24923,5500,其他,否,MinerU Flash
2024,历史,湖北第二师范学院,普通,4,不限,历史,30,515,17763,5500,其他,否,MinerU Flash
2024,历史,湖北第二师范学院,普通,5,不限,历史,30,490,24923,5500,其他,否,MinerU Flash
2024,历史,湖北第二师范学院,普通,6,不限,历史,30,520,16486,5500,其他,是,MinerU Flash
2024,历史,湖北第二师范学院,普通,7,政治,历史|政治,30,522,15985,5500,其他,否,MinerU Flash
2024,历史,武汉工程科技学院,普通,1,不限,历史,30,436,43711,5500,其他,否,MinerU Flash
2024,历史,武汉设计工程学院,普通,1,不限,历史,30,432,45225,5500,其他,否,MinerU Flash
2024,历史,武汉学院,普通,1,不限,历史,30,469,31651,5500,武汉,否,MinerU Flash
2024,历史,汉口学院,普通,2,不限,历史,30,443,41023,5500,其他,否,MinerU Flash
2024,历史,汉口学院,普通,1,不限,历史,30,450,38417,5500,其他,否,MinerU Flash
2024,历史,武昌首义学院,普通,1,不限,历史,30,476,29295,5500,武汉,否,MinerU Flash
2024,历史,武汉晴川学院,普通,1,不限,历史,30,435,44079,5500,其他,否,MinerU Flash
2024,历史,武汉东湖学院,普通,1,不限,历史,30,443,41023,5500,武汉,否,MinerU Flash
2024,历史,汉江师范学院,普通,2,政治,历史|政治,30,497,22848,5500,十堰,否,MinerU Flash
2024,历史,汉江师范学院,普通,1,限,历史,30,493,24028,5500,十堰,否,MinerU Flash
2024,历史,武汉商学院,普通,2,不限,历史,30,481,27675,5500,武汉,否,MinerU Flash
2024,历史,武汉商学院,普通,1,不限,历史,30,498,22526,5500,武汉,否,MinerU Flash
2024,历史,荆楚理工学院,普通,3,不限,历史,30,465,33021,5500,荆门,否,MinerU Flash
2024,历史,荆楚理工学院,普通,1,不限,历史,30,489,25231,5500,荆门,否,MinerU Flash
2024,历史,湖北理工学院,普通,4,不限,历史,30,497,22848,5500,黄石,否,MinerU Flash
2024,历史,湖北理工学院,普通,3,不限,历史,30,88,999999,5500,黄石,是,MinerU Flash
2024,历史,湖北理工学院,普通,2,不限,历史,30,493,24028,5500,黄石,否,MinerU Flash
2024,历史,湖北理工学院,普通,1,不限,历史,30,486,26104,5500,黄石,否,MinerU Flash
2024,历史,陕西师范大学,普通,14,不限,历史,30,565,6643,5500,其他,否,MinerU Flash
2024,历史,西北农林科技大学,985,1,不限,历史,30,590,3161,5500,其他,否,MinerU Flash
2024,历史,对外经济贸易大学,211,4,不限,历史,30,587,3508,5500,北京,是,MinerU Flash
2024,历史,东北师范大学,211,7,不限,历史,30,592,2951,5500,其他,否,MinerU Flash
2024,历史,吉林大学,985,4,不限,历史,30,610,1400,5500,其他,是,MinerU Flash
2024,历史,吉林大学,985,3,不限,历史,30,620,855,5500,其他,否,MinerU Flash
2024,历史,吉林大学,985,2,不限,历史,30,600,2176,5500,其他,否,MinerU Flash
2024,历史,大连海事大学,普通,3,不限,历史,30,581,4232,5500,其他,否,MinerU Flash
2024,历史,大连海事大学,普通,2,不限,历史,30,58,999999,5500,其他,否,MinerU Flash
2024,历史,东北大学,985,1,不限,历史,30,591,3043,5500,其他,否,MinerU Flash
2024,历史,大连理工大学,985,1,不限,历史,30,594,2740,5500,其他,否,MinerU Flash
2024,历史,华北电力大学（保定）,211,1,不限,历史,30,58,999999,5500,其他,否,MinerU Flash
2024,历史,中国民航大学,普通,2,政治,历史|政治,30,569,5973,5500,其他,否,MinerU Flash
2024,历史,中国民航大学,普通,1,不限,历史,30,560,7508,5500,其他,否,MinerU Flash
2024,历史,天津大学,985,1,不限,历史,30,603,1930,5500,其他,否,MinerU Flash
2024,历史,南开大学,985,2,不限,历史,30,619,908,5500,其他,是,MinerU Flash
2024,历史,南开大学,985,1,不限,历史,30,623,747,5500,其他,否,MinerU Flash
2024,历史,华北电力大学（北京）,211,1,不限,历史,30,584,3884,5500,其他,否,MinerU Flash
2024,历史,中国政法大学,211,2,不限,历史,30,614,1164,5500,北京,是,MinerU Flash
2024,历史,中国政法大学,211,1,不限,历史,30,608,1533,5500,北京,否,MinerU Flash
2024,历史,中央民族大学,985,2,不限,历史,30,595,2643,5500,北京,否,MinerU Flash
2024,历史,中央民族大学,985,1,不限,历史,30,594,2740,5500,北京,是,MinerU Flash
2024,历史,中央戏剧学院,普通,1,不限,历史,30,565,6643,5500,其他,否,MinerU Flash
2024,历史,吉林大学,985,5,政治,历史|政治,30,603,1930,5500,其他,否,MinerU Flash
2024,历史,L,普通,8,不限,历史,30,583,4012,5500,其他,是,MinerU Flash
2024,历史,南京大学,985,1,不限,历史,30,639,245,5500,南京,否,MinerU Flash
2024,历史,东北师范大学,211,10,政治,历史|政治,30,584,3884,5500,其他,是,MinerU Flash
2024,历史,上海外国语大学,普通,3,政治,历史|政治,30,601,2082,5500,上海,否,MinerU Flash
2024,历史,上海外国语大学,普通,2,不限,历史,30,584,3884,5500,上海,是,MinerU Flash
2024,历史,上海外国语大学,普通,1,不限,历史,30,589,3279,5500,上海,否,MinerU Flash
2024,历史,华东师范大学,普通,4,不限,历史,30,619,908,5500,上海,否,MinerU Flash
2024,历史,东华大学,211,2,不限,历史,30,570,5797,5500,上海,是,MinerU Flash
2024,历史,东华大学,211,1,不限,历史,30,588,3395,5500,上海,否,MinerU Flash
2024,历史,华东理工大学,211,2,不限,历史,30,588,3395,5500,上海,是,MinerU Flash
2024,历史,华东理工大学,211,1,不限,历史,30,584,3884,5500,上海,否,MinerU Flash
2024,历史,上海交通大学,985,2,不限,历史,30,642,203,5500,上海,是,MinerU Flash
2024,历史,上海交通大学,985,1,不限,历史,30,654,59,5500,上海,否,MinerU Flash
2024,历史,同济大学,985,3,不限,历史,30,571,5644,5500,上海,否,MinerU Flash
2024,历史,同济大学,985,2,不限,历史,30,630,463,5500,上海,否,MinerU Flash
2024,历史,复旦大学,985,3,不限,历史,30,645,157,5500,上海,是,MinerU Flash
2024,历史,复旦大学,985,2,不限,历史,30,651,86,5500,上海,否,MinerU Flash
