year,subject,school_name,batch,kind,min_score,min_rank,group_id,group_name,xuanke_req
2023,历史,武汉大学,本科批,普通类,626,2242,02,,不限
2023,历史,武汉大学,本科批,护理类,590,8589,03,,不限
2023,历史,武汉大学,本科批,国家专项计划,623,2523,04,,不限
2023,历史,武汉大学,本科批,普通类,564,19193,05,,化学或生物
2023,历史,武汉大学,本科批,普通类,624,2483,06,,政治
2023,历史,华中科技大学,本科批,普通类,609,4588,02,,不限
2023,历史,武汉科技大学,本科批,普通类,564,19193,01,,不限
2023,历史,长江大学,本科批,普通类,526,42621,01,,不限
2023,历史,长江大学,本科批,国家专项计划,522,45931,02,,不限
2023,历史,长江大学,本科批,地方专项计划,526,42621,03,,不限
2023,历史,长江大学,本科批,普通类,531,38583,18,,不限
2023,历史,长江大学,本科批,普通类,540,32956,19,,政治
2023,历史,武汉工程大学,本科批,普通类,554,25120,01,,不限
2023,历史,武汉工程大学,本科批,国家专项计划,552,26312,02,,不限
2023,历史,武汉工程大学,本科批,地方专项计划,547,29063,03,,不限
2023,历史,中国地质大学（武汉）,本科批,普通类,582,11424,01,,不限
2023,历史,中国地质大学（武汉）,本科批,普通类,587,9842,02,,政治
2023,历史,武汉纺织大学,本科批,普通类,534,37752,01,,不限
2023,历史,武汉纺织大学,本科批,国家专项计划,522,45931,02,,不限
2023,历史,武汉纺织大学,本科批,地方专项计划,512,52219,03,,不限
2023,历史,武汉轻工大学,本科批,普通类,530,40116,01,,不限
2023,历史,武汉轻工大学,本科批,普通类,517,48942,02,,不限
2023,历史,武汉轻工大学,本科批,普通类,480,74919,03,,不限
2023,历史,武汉轻工大学,本科批,国家专项计划,524,43508,04,,不限
2023,历史,武汉轻工大学,本科批,地方专项计划,525,43062,05,,不限
2023,历史,武汉理工大学,本科批,普通类,583,11181,03,,不限
2023,历史,武汉理工大学,本科批,普通类,576,14099,04,,不限
2023,历史,武汉理工大学,本科批,普通类,589,9038,05,,政治
