year,subject,school_name,school_type,group_id,xuanke_req,xuanke_subjects,plan_count,min_score,min_rank,tuition_yuan,city,is_special,data_source
2024,物理,湖北医药学院药护学院,普通,3,化,物理|化学,30,455,126288,5500,其他,是,555edu 逐校
2024,物理,武汉轻工大学,普通,11,化,物理|化学,30,526,67862,5500,武汉,是,555edu 逐校
2024,物理,湖北中医药大学,普通,9,化,物理|化学,30,527,67041,5500,武汉,是,555edu 逐校
2024,物理,湖北中医药大学,普通,8,化,物理|化学,30,481,105285,5500,武汉,是,555edu 逐校
2024,物理,湖北中医药大学,普通,7,化,物理|化学,30,517,75276,5500,武汉,否,555edu 逐校
2024,物理,湖北中医药大学,普通,6,化,物理|化学,30,532,62904,5500,武汉,否,555edu 逐校
2024,物理,湖北中医药大学,普通,5,化,物理|化学,30,572,33269,5500,武汉,否,555edu 逐校
2024,物理,湖北中医药大学,普通,4,不限,物理,30,523,70262,5500,武汉,否,555edu 逐校
2024,物理,武汉大学,985,14,化,物理|化学,30,635,5543,5500,武汉,是,555edu 逐校
2024,物理,武汉大学,985,13,化,物理|化学,30,627,7659,5500,武汉,是,555edu 逐校
2024,物理,武汉大学,985,12,化,物理|化学,30,649,2879,5500,武汉,否,555edu 逐校
2024,物理,武汉大学,985,11,化,物理|化学,30,647,3218,5500,武汉,否,555edu 逐校
2024,物理,武汉大学,985,10,化,物理|化学,30,644,3712,5500,武汉,否,555edu 逐校
2024,物理,武汉大学,985,9,化,物理|化学,30,653,2315,5500,武汉,否,555edu 逐校
2024,物理,武汉大学,985,8,化,物理|化学,30,643,3901,5500,武汉,否,555edu 逐校
2024,物理,武汉大学,985,7,不限,物理,30,623,8760,5500,武汉,是,555edu 逐校
2024,物理,武汉大学,985,6,不限,物理,30,641,4287,5500,武汉,否,555edu 逐校
2024,物理,中南财经政法大学,211,437,（14）,物理,30,627,7659,5500,武汉,否,555edu 逐校
2024,物理,汉口学院,普通,437,（03）,物理,30,450,130214,5500,其他,否,555edu 逐校
2024,物理,武汉工程大学,普通,9,化,物理|化学,30,539,57256,5500,武汉,是,555edu 逐校
2024,物理,武汉工程大学,普通,8,化,物理|化学,30,546,51834,5500,武汉,是,555edu 逐校
2024,物理,湖北中医药大学,普通,10,化,物理|化学,30,517,75276,5500,武汉,是,555edu 逐校
2024,物理,华中师范大学,211,14,不限,物理,30,602,16685,5500,武汉,是,555edu 逐校
2024,物理,华中师范大学,211,15,不限,物理,30,601,17139,5500,武汉,否,555edu 逐校
2024,物理,武汉纺织大学,普通,6,化,物理|化学,30,534,61292,5500,武汉,否,555edu 逐校
2024,物理,武汉轻工大学,普通,9,化,物理|化学,30,519,73608,5500,武汉,否,555edu 逐校
2024,物理,武汉轻工大学,普通,8,化,物理|化学,30,529,65360,5500,武汉,否,555edu 逐校
2024,物理,武汉轻工大学,普通,7,化,物理|化学,30,548,50295,5500,武汉,否,555edu 逐校
2024,物理,武汉轻工大学,普通,6,不限,物理,30,517,75276,5500,武汉,否,555edu 逐校
2024,物理,武汉轻工大学,普通,5,不限,物理,30,541,55676,5500,武汉,否,555edu 逐校
2024,物理,湖北美术学院,普通,437,（03）,物理,30,498,91112,5500,武汉,否,555edu 逐校
2024,物理,武汉纺织大学,普通,8,化,物理|化学,30,538,58051,5500,武汉,是,555edu 逐校
2024,物理,武汉纺织大学,普通,7,化,物理|化学,30,544,53258,5500,武汉,是,555edu 逐校
2024,物理,武汉纺织大学,普通,5,化,物理|化学,30,557,43617,5500,武汉,否,555edu 逐校
2024,物理,华中师范大学,211,16,不限,物理,30,602,16685,5500,武汉,是,555edu 逐校
2024,物理,武汉纺织大学,普通,4,不限,物理,30,549,49538,5500,武汉,否,555edu 逐校
2024,物理,湖北经济学院法商学院,普通,437,（02）,物理,30,467,116709,5500,其他,否,555edu 逐校
2024,物理,华中师范大学,211,22,地,物理|地理,30,620,9701,5500,武汉,否,555edu 逐校
2024,物理,华中师范大学,211,21,地,物理|地理,30,615,11395,5500,武汉,否,555edu 逐校
2024,物理,华中师范大学,211,20,化,物理|化学,30,623,8760,5500,武汉,否,555edu 逐校
2024,物理,华中师范大学,211,19,化,物理|化学,30,608,14116,5500,武汉,是,555edu 逐校
2024,物理,华中师范大学,211,18,化,物理|化学,30,610,13315,5500,武汉,否,555edu 逐校
2024,物理,华中师范大学,211,17,不限,物理,30,611,12932,5500,武汉,否,555edu 逐校
2024,物理,武汉工程大学,普通,7,化,物理|化学,30,538,58051,5500,武汉,否,555edu 逐校
2024,物理,武汉工程大学,普通,6,化,物理|化学,30,556,44326,5500,武汉,否,555edu 逐校
2024,物理,武汉工程大学,普通,5,化,物理|化学,30,575,31351,5500,武汉,否,555edu 逐校
2024,物理,湖北民族大学,普通,19,化,物理|化学,30,480,106097,5500,恩施,是,555edu 逐校
2024,物理,华中科技大学,985,5,化,物理|化学,30,598,18563,5500,武汉,是,555edu 逐校
2024,物理,华中科技大学,985,4,化,物理|化学,30,648,3033,5500,武汉,否,555edu 逐校
2024,物理,华中科技大学,985,3,化,物理|化学,30,648,3033,5500,武汉,否,555edu 逐校
2024,物理,湖北师范大学,普通,9,地,物理|地理,30,530,64476,5500,黄石,否,555edu 逐校
2024,物理,湖北师范大学,普通,8,化,物理|化学,30,516,76045,5500,黄石,是,555edu 逐校
2024,物理,湖北师范大学,普通,7,化,物理|化学,30,497,91965,5500,黄石,否,555edu 逐校
2024,物理,湖北师范大学,普通,6,化,物理|化学,30,515,76874,5500,黄石,否,555edu 逐校
2024,物理,湖北师范大学,普通,5,不限,物理,30,531,63695,5500,黄石,否,555edu 逐校
2024,物理,湖北民族大学,普通,17,政,物理|政治,30,502,87841,5500,恩施,是,555edu 逐校
2024,物理,华中科技大学,985,7,化,物理|化学,30,627,7659,5500,武汉,否,555edu 逐校
2024,物理,湖北民族大学,普通,16,生,物理|生物,30,501,88667,5500,恩施,是,555edu 逐校
2024,物理,湖北民族大学,普通,12,地,物理|地理,30,508,82752,5500,恩施,是,555edu 逐校
2024,物理,湖北民族大学,普通,6,化,物理|化学,30,489,98543,5500,恩施,否,555edu 逐校
2024,物理,湖北民族大学,普通,5,不限,物理,30,491,96861,5500,恩施,是,555edu 逐校
2024,物理,湖北民族大学,普通,4,不限,物理,30,503,86990,5500,恩施,否,555edu 逐校
2024,物理,三峡大学,普通,437,（15）,物理,30,576,30713,5500,宜昌,否,555edu 逐校
2024,物理,湖北汽车工业学院,普通,437,（03）,物理,30,503,86990,5500,其他,否,555edu 逐校
2024,物理,湖北理工学院,普通,437,（07）,物理,30,515,76874,5500,黄石,否,555edu 逐校
2024,物理,华中科技大学,985,6,化,物理|化学,30,630,6777,5500,武汉,否,555edu 逐校
2024,物理,华中科技大学,985,8,化,物理|化学,30,632,6243,5500,武汉,否,555edu 逐校
2024,物理,武汉工程大学,普通,4,不限,物理,30,560,41438,5500,武汉,否,555edu 逐校
2024,物理,中国地质大学（武汉）,211,6,化,物理|化学,30,607,14519,5500,武汉,否,555edu 逐校
2024,物理,湖北警官学院,普通,437,（08）,物理,30,526,67862,5500,其他,否,555edu 逐校
2024,物理,湖北科技学院,普通,437,（10）,物理,30,511,80209,5500,咸宁,否,555edu 逐校
2024,物理,武汉华夏理工学院,普通,3,化,物理|化学,30,449,131004,5500,武汉,否,555edu 逐校
2024,物理,武汉华夏理工学院,普通,2,不限,物理,30,461,121564,5500,武汉,否,555edu 逐校
2024,物理,中国地质大学（武汉）,211,10,化,物理|化学,30,596,19537,5500,武汉,是,555edu 逐校
2024,物理,中国地质大学（武汉）,211,9,化,物理|化学,30,603,16230,5500,武汉,否,555edu 逐校
2024,物理,中国地质大学（武汉）,211,8,化,物理|化学,30,591,21997,5500,武汉,否,555edu 逐校
2024,物理,中国地质大学（武汉）,211,7,化,物理|化学,30,604,15768,5500,武汉,否,555edu 逐校
2024,物理,中国地质大学（武汉）,211,5,化,物理|化学,30,594,20493,5500,武汉,是,555edu 逐校
2024,物理,华中科技大学,985,9,化,物理|化学,30,621,9357,5500,武汉,是,555edu 逐校
2024,物理,中国地质大学（武汉）,211,4,不限,物理,30,592,21511,5500,武汉,是,555edu 逐校
2024,物理,中国地质大学（武汉）,211,3,不限,物理,30,600,17613,5500,武汉,否,555edu 逐校
2024,物理,武汉商学院,普通,437,（05）,物理,30,517,75276,5500,武汉,否,555edu 逐校
2024,物理,武汉工商学院,普通,437,（03）,物理,30,467,116709,5500,武汉,否,555edu 逐校
2024,物理,武汉传媒学院,普通,437,（02）,物理,30,443,135642,5500,其他,否,555edu 逐校
2024,物理,湖北第二师范学院,普通,437,（19）,物理,30,530,64476,5500,其他,否,555edu 逐校
2024,物理,湖北师范大学文理学院,普通,437,（02）,物理,30,471,113493,5500,其他,否,555edu 逐校
2024,物理,华中科技大学,985,10,化,物理|化学,30,631,6509,5500,武汉,是,555edu 逐校
2024,物理,武汉轻工大学,普通,10,化,物理|化学,30,527,67041,5500,武汉,是,555edu 逐校
2024,物理,湖北工业大学,普通,4,不限,物理,30,565,38007,5500,武汉,否,555edu 逐校
2024,物理,湖北大学,普通,20,不限,物理,30,565,38007,5500,武汉,是,555edu 逐校
2024,物理,湖北工业大学,普通,5,化,物理|化学,30,568,35978,5500,武汉,否,555edu 逐校
2024,物理,长江大学,普通,8,化,物理|化学,30,535,60488,5500,荆州,否,555edu 逐校
2024,物理,长江大学,普通,7,化,物理|化学,30,547,51044,5500,荆州,否,555edu 逐校
2024,物理,长江大学,普通,6,不限,物理,30,541,55676,5500,荆州,否,555edu 逐校
2024,物理,湖北工程学院,普通,437,（06）,物理,30,505,85330,5500,孝感,否,555edu 逐校
2024,物理,湖北大学知行学院,普通,437,（02）,物理,30,470,114326,5500,其他,否,555edu 逐校
2024,物理,武汉理工大学,211,15,化,物理|化学,30,613,12158,5500,武汉,是,555edu 逐校
2024,物理,武汉理工大学,211,14,化,物理|化学,30,592,21511,5500,武汉,否,555edu 逐校
2024,物理,武汉理工大学,211,13,化,物理|化学,30,602,16685,5500,武汉,否,555edu 逐校
2024,物理,武汉理工大学,211,12,化,物理|化学,30,613,12158,5500,武汉,否,555edu 逐校
2024,物理,武汉理工大学,211,11,化,物理|化学,30,630,6777,5500,武汉,否,555edu 逐校
2024,物理,武汉理工大学,211,10,化,物理|化学,30,633,5982,5500,武汉,否,555edu 逐校
2024,物理,武汉理工大学,211,9,化,物理|化学,30,635,5543,5500,武汉,否,555edu 逐校
2024,物理,武汉理工大学,211,8,化,物理|化学,30,636,5326,5500,武汉,否,555edu 逐校
