year,subject,school_name,school_type,group_id,group_code,xuanke_req,xuanke_subjects,plan_count,min_score,min_rank,tuition_yuan,city,is_special,data_source
,历史,清华大学,985,02,02组,不限,不限,0,679,54,5500,北京,否,gk100 TOP100
,历史,北京大学,985,03,03组,不限,不限,0,666,54,5500,北京,否,gk100 TOP100
,历史,上海交通大学,985,02,02组,不限,不限,0,659,54,5500,上海,否,gk100 TOP100
,历史,中国人民大学,985,04,04组,不限,不限,0,657,125,5500,北京,否,gk100 TOP100
,历史,北京大学医学部,普通,01,01组,不限,不限,0,657,125,5500,其他,否,gk100 TOP100
,历史,复旦大学,985,03,03组,不限,不限,0,656,140,5500,上海,否,gk100 TOP100
,历史,中国人民大学,985,03,03组,不限,不限,0,653,194,5500,北京,否,gk100 TOP100
,历史,南京大学,985,03,03组,不限,不限,0,643,497,5500,南京,否,gk100 TOP100
,历史,浙江大学,985,01,01组,不限,不限,0,642,540,5500,杭州,否,gk100 TOP100
,历史,中国政法大学,211,02,02组,不限,不限,0,642,540,5500,北京,否,gk100 TOP100
,历史,同济大学,985,02,02组,不限,不限,0,641,587,5500,上海,否,gk100 TOP100
,历史,武汉大学,985,03,03组,不限,不限,0,641,587,5500,武汉,否,gk100 TOP100
,历史,同济大学,985,03,03组,不限,不限,0,639,672,5500,上海,否,gk100 TOP100
,历史,武汉大学,985,04,04组,不限,不限,0,639,672,5500,武汉,否,gk100 TOP100
,历史,东南大学,985,03,03组,不限,不限,0,636,828,5500,南京,否,gk100 TOP100
,历史,南开大学,985,02,02组,不限,不限,0,636,828,5500,其他,否,gk100 TOP100
,历史,北京师范大学,985,03,03组,不限,不限,0,635,889,5500,北京,否,gk100 TOP100
,历史,吉林大学,985,03,03组,不限,不限,0,635,889,5500,其他,否,gk100 TOP100
,历史,北京航空航天大学,985,01,01组,不限,不限,0,634,958,5500,北京,否,gk100 TOP100
,历史,厦门大学,985,01,01组,不限,不限,0,633,1032,5500,其他,否,gk100 TOP100
,历史,中山大学,985,01,01组,不限,不限,0,633,1032,5500,广州,否,gk100 TOP100
,历史,华东师范大学,普通,01,01组,不限,不限,0,632,1111,5500,上海,否,gk100 TOP100
,历史,华东师范大学,普通,03,03组,不限,不限,0,632,1111,5500,上海,否,gk100 TOP100
,历史,厦门大学,985,03,03组,不限,不限,0,631,1171,5500,其他,否,gk100 TOP100
,历史,中国政法大学,211,01,01组,不限,不限,0,631,1171,5500,北京,否,gk100 TOP100
,历史,中山大学,985,02,02组,不限,不限,0,630,1250,5500,广州,否,gk100 TOP100
,历史,西安交通大学,985,01,01组,不限,不限,0,630,1250,5500,其他,否,gk100 TOP100
,历史,南京师范大学,211,05,05组,不限,不限,0,629,1337,5500,南京,否,gk100 TOP100
,历史,上海财经大学,211,01,01组,不限,不限,0,629,1337,5500,上海,否,gk100 TOP100
,历史,北京理工大学,985,01,01组,不限,不限,0,629,1337,5500,北京,否,gk100 TOP100
,历史,中国政法大学,211,03,03组,不限,不限,0,628,1416,5500,北京,否,gk100 TOP100
,历史,对外经济贸易大学,211,02,02组,不限,不限,0,628,1416,5500,北京,否,gk100 TOP100
,历史,中央财经大学,211,01,01组,不限,不限,0,628,1416,5500,北京,否,gk100 TOP100
,历史,苏州大学,211,03,03组,不限,不限,0,627,1489,5500,其他,否,gk100 TOP100
