school_code,school_name,group_code,group_id,plan_count,admitted,min_score,min_rank,year,subject,xuanke_req,is_special
10001,北京大学,203,03,24,28,689,85,2024,物理,不限,否
10002,中国人民大学,202,02,28,28,663,1215,2024,物理,不限,否
10002,中国人民大学,203,03,21,21,667,831,2024,物理,不限,否
10003,清华大学,202,02,10,10,692,53,2024,物理,不限,否
10003,清华大学,203,03,49,51,688,97,2024,物理,不限,否
10004,北京交通大学                                A,202,02,15,15,594,25890,2024,物理,不限,否
10004,北京交通大学                            一,204,04,74,74,615,13369,2024,物理,不限,否
10004,北京交通大学(中外合作办学)        X,205,05,5,5,606,18214,2024,物理,不限,否
10004,北京交通大学（中外合作办学）,206,06,2,2,606,18307,2024,物理,不限,否
10004,北京交通大学,207,07,7,7,627,8570,2024,物理,不限,否
10005,北京工业大学              XV,201,01,4,4,610,16132,2024,物理,不限,否
10005,北京工业大学            WA,202,02,5,5,600,21717,2024,物理,不限,否
10005,北京工业大学,203,03,3,3,617,12677,2024,物理,不限,否
10005,北京工业大学     V&gt;,204,04,4,4,613,14430,2024,物理,不限,否
10006,北京航空航天大学,202,02,108,108,657,1822,2024,物理,不限,否
10006,北京航空航天大学(中外合作办学),206,06,7,7,641,4528,2024,物理,不限,否
10007,北京理工大学,203,03,57,59,656,1983,2024,物理,不限,否
10007,北京理工大学(珠海校区),204,04,10,10,665,1031,2024,物理,不限,否
10008,北京科技大学,204,04,4,4,614,13928,2024,物理,不限,否
10008,北京科技大学,205,05,19,19,613,14438,2024,物理,不限,否
10008,北京科技大学,206,06,44,44,612,14724,2024,物理,不限,否
10010,北京化工大学,202,02,61,61,604,19455,2024,物理,不限,否
10010,北京化工大学,203,03,51,51,601,21313,2024,物理,不限,否
10010,北京化工大学(中外合作办学),204,04,8,8,589,29569,2024,物理,不限,否
10010,北京化工大学(中外合作办学),205,05,11,11,589,29646,2024,物理,不限,否
10011,北京工商大学                                     ?,201,01,10,10,568,49203,2024,物理,不限,否
10011,北京工商大学,202,02,15,15,550,70559,2024,物理,不限,否
10012,北京服装学院                                vn,202,02,1,1,538,87266,2024,物理,不限,否
10012,北京服装学院                         1       V,203,03,9,9,529,100249,2024,物理,不限,否
10013,北京邮电大学,201,01,8,8,651,2681,2024,物理,不限,否
10013,北京邮电大学,202,02,108,108,628,8242,2024,物理,不限,否
10015,北京印刷学院             V    ?,202,02,2,2,543,79037,2024,物理,不限,否
10015,北京印刷学院,203,03,3,3,540,83275,2024,物理,不限,否
10016,北京建筑大学        /    ?1,201,01,2,2,558,60428,2024,物理,不限,否
10016,北京建筑大学,202,02,2,2,569,47773,2024,物理,不限,否
10016,北京建筑大学,203,03,4,4,567,49883,2024,物理,不限,否
10017,北京石油化工学院,201,01,2,2,514,123780,2024,物理,不限,否
10017,北京石油化工学院,202,02,4,0,550,70044,2024,物理,不限,否
10017,北京石油化工学院,203,03,3,0,544,78746,2024,物理,不限,否
10019,中国农业大学,202,02,7,0,610,16237,2024,物理,不限,否
10019,中国农业大学(中外合作办学),203,03,30,0,593,27048,2024,物理,不限,否
10019,中国农业大学,204,04,69,69,610,15801,2024,物理,不限,否
10022,北京林业大学,207,07,17,17,580,37424,2024,物理,不限,否
10022,北京林业大学,208,08,9,9,582,35472,2024,物理,不限,否
10022,北京林业大学,211,11,5,5,590,29366,2024,物理,不限,否
10022,北京林业大学,212,12,12,12,578,39221,2024,物理,不限,否
10022,北京林业大学,?213,13,14,14,578,39416,2024,物理,不限,否
10022,北京林业大学,215,15,27,27,594,26094,2024,物理,不限,否
10022,北京林业大学(中外合作办学),216,16,5,5,573,44688,2024,物理,不限,否
10022,北京林业大学,217,17,2,2,581,36675,2024,物理,不限,否
10022,北京林业大学,219,19,8,8,592,27772,2024,物理,不限,否
10026,北京中医药大学,203,03,2,2,583,34968,2024,物理,不限,否
10026,北京中医药大学,204,04,28,29,592,27086,2024,物理,不限,否
10027,北京师范大学,204,04,8,8,637,5671,2024,物理,不限,否
10027,北京师范大学,206,06,27,27,642,4352,2024,物理,不限,否
10028,首都师范大学,203,03,10,10,594,25639,2024,物理,不限,否
10029,首都体育学院,202,02,5,5,539,84624,2024,物理,不限,否
10030,北京外国语大学,204,04,6,6,619,11520,2024,物理,不限,否
10030,北京外国语大学,205,05,11,11,605,18756,2024,物理,不限,否
10030,北京外国语大学,206,06,2,2,612,14729,2024,物理,不限,否
10030,北京外国语大学,207,07,2,2,615,13205,2024,物理,不限,否
10031,北京第二外国语学院,204,04,1,1,579,37918,2024,物理,不限,否
10031,北京第二外国语学院,205,05,9,9,551,68743,2024,物理,不限,否
10032,北京语言大学              XY,203,03,16,16,560,58696,2024,物理,不限,否
10032,北京语言大学             WA,204,04,4,4,530,99398,2024,物理,不限,否
10032,北京语言大学,205,05,15,15,576,41271,2024,物理,不限,否
10032,北京语言大学,206,06,3,3,568,49380,2024,物理,不限,否
10033,中国传媒大学,204,04,15,15,595,25017,2024,物理,不限,否
10033,中国传媒大学(中外合作办学),205,05,5,5,596,24675,2024,物理,不限,否
10033,中国传媒大学,206,06,31,0,604,19473,2024,物理,不限,否
10033,中国传媒大学(中外合作办学),207,07,12,12,580,37261,2024,物理,不限,否
10033,中国传媒大学,208,08,3,3,610,15867,2024,物理,不限,否
10034,中央财经大学,202,02,63,63,614,13853,2024,物理,不限,否
10034,中央财经大学（中外合作办学）,203,03,15,15,601,21505,2024,物理,不限,否
10036,对外经济贸易大学,203,03,35,35,611,15363,2024,物理,不限,否
10036,对外经济贸易大学,204,04,10,10,611,15357,2024,物理,不限,否
10037,北京物资学院,202,02,30,2,546,76243,2024,物理,不限,否
10037,北京物资学院,203,03,3,3,546,75028,2024,物理,不限,否
10038,首都经济贸易大学,202,02,6,6,576,41029,2024,物理,不限,否
10041,中国人民公安大学,201,01,3,3,608,17162,2024,物理,不限,否
10043,北京体育大学                                x,204,04,2,2,588,30768,2024,物理,不限,否
10043,北京体育大学,205,05,3,3,587,31463,2024,物理,不限,否
10043,北京体育大学(中外合作办学),206,06,2,2,547,74647,2024,物理,不限,否
10043,北京体育大学(中外合作办学),207,07,2,2,533,94685,2024,物理,不限,否
10043,北京体育大学                    &gt;,208,08,1,1,585,32762,2024,物理,不限,否
10043,北京体育大学             √ 1,209,09,2,2,588,30620,2024,物理,不限,否
10046,中国音乐学院              1X,202,02,1,1,586,32552,2024,物理,不限,否
10047,中央美术学院               ?,203,03,2,2,577,40208,2024,物理,不限,否
10047,中央美术学院(中外合作办学),204,04,4,4,577,39804,2024,物理,不限,否
10047,中央美术学院 ?,205,05,3,3,607,17794,2024,物理,不限,否
10050,北京电影学院,202,02,2,2,590,29195,2024,物理,不限,否
10050,北京电影学院,203,03,2,0,601,21271,2024,物理,不限,否
10050,北京电影学院,209,09,2,2,592,27700,2024,物理,不限,否
10050,北京电影学院,210,10,3,3,595,25117,2024,物理,不限,否
10050,北京电影学院,211,11,30,0,593,26790,2024,物理,不限,否
10052,中央民族大学,205,05,20,20,600,21985,2024,物理,不限,否
10052,中央民族大学,206,06,38,0,601,21410,2024,物理,不限,否
10052,中央民族大学（合作办学）,208,08,8,8,596,24774,2024,物理,不限,否
10053,中国政法大学,205,05,3,3,613,14448,2024,物理,不限,否
10053,中国政法大学,206,06,2,2,611,15372,2024,物理,不限,否
10053,中国政法大学,?207,07,36,36,628,8255,2024,物理,不限,否
10054,华北电力大学（北京）,203,03,14,14,590,29146,2024,物理,不限,否
10054,华北电力大学（北京）,204,04,82,82,601,21168,2024,物理,不限,否
10055,南开大学,202,02,10,10,642,4387,2024,物理,不限,否
10055,南开大学,203,03,61,61,641,4434,2024,物理,不限,否
10056,天津大学,203,03,38,38,632,6799,2024,物理,不限,否
10056,天津大学,204,04,35,35,628,8065,2024,物理,不限,否
10057,天津科技大学,203,03,3,3,546,75328,2024,物理,不限,否
10057,天津科技大学(中外合作办学),204,04,3,3,537,88316,2024,物理,不限,否
10057,天津科技大学,205,05,43,43,532,96192,2024,物理,不限,否
10057,天津科技大学(中外合作办学),206,06,3,3,549,71700,2024,物理,不限,否
10058,天津工业大学,202,02,4,4,555,64137,2024,物理,不限,否
10058,天津工业大学                                A,203,03,2,2,576,40754,2024,物理,不限,否
10058,天津工业大学,204,04,38,38,561,56721,2024,物理,不限,否
10058,天津工业大学,205,05,12,12,556,63244,2024,物理,不限,否
10058,天津工业大学,206,06,4,4,560,58401,2024,物理,不限,否
10058,天津工业大学,207,07,2,2,595,25421,2024,物理,不限,否
10058,天津工业大学（中外合作办学）,208,08,6,6,572,45570,2024,物理,不限,否
10059,中国民航大学              WA,205,05,21,21,550,71000,2024,物理,不限,否
10059,中国民航大学                 Y,208,08,167,167,552,67555,2024,物理,不限,否
10060,天津理工大学,201,01,16,16,535,91606,2024,物理,不限,否
10060,天津理工大学(中外合作办学),202,02,8,8,537,88248,2024,物理,不限,否
10061,天津农学院,201,01,4,4,507,136054,2024,物理,不限,否
10061,天津农学院&gt;,202,02,5,5,505,139118,2024,物理,不限,否
10061,天津农学院,203,03,26,0,496,155405,2024,物理,不限,否
10061,天津农学院,204,04,1,11,521,112071,2024,物理,不限,否
10063,天津中医药大学,203,03,30,1,545,76584,2024,物理,不限,否
10063,天津中医药大学,204,04,30,7,547,74090,2024,物理,不限,否
10063,天津中医药大学,205,05,13,13,569,48302,2024,物理,不限,否
10063,天津中医药大学,206,06,5,5,556,63130,2024,物理,不限,否
10063,天津中医药大学,207,07,4,4,544,77729,2024,物理,不限,否
10063,天津中医药大学,208,08,3,3,541,82520,2024,物理,不限,否
10065,天津师范大学,205,05,14,14,532,95089,2024,物理,不限,否
10065,天津师范大学                                vmn,207,07,1,1,566,51678,2024,物理,不限,否
10065,天津师范大学                                   H,208,08,9,9,538,87041,2024,物理,不限,否
10065,天津师范大学                        V&gt;,209,09,4,4,561,57076,2024,物理,不限,否
10065,天津师范大学                        X,210,10,2,2,569,48434,2024,物理,不限,否
10065,天津师范大学             v  公,211,11,10,10,552,67717,2024,物理,不限,否
10065,天津师范大学            AX,213,13,7,7,563,54804,2024,物理,不限,否
10065,天津师范大学                      ?,215,15,3,3,549,72038,2024,物理,不限,否
10065,天津师范大学,216,16,2,2,559,59650,2024,物理,不限,否
10066,天津职业技术师范大学,201,01,2,2,521,112022,2024,物理,不限,否
10066,天津职业技术师范大学,202,02,4,0,506,137525,2024,物理,不限,否
10066,天津职业技术师范大学,203,03,31,0,510,130128,2024,物理,不限,否
10068,天津外国语大学,207,07,11,11,536,89111,2024,物理,不限,否
10068,天津外国语大学,208,08,3,3,533,94533,2024,物理,不限,否
10068,天津外国语大学,211,11,1,0,567,50750,2024,物理,不限,否
10068,天津外国语大学,212,12,30,0,546,76001,2024,物理,不限,否
10069,天津商业大学,204,04,27,27,516,120495,2024,物理,不限,否
10069,天津商业大学(中外合作办学),205,05,6,6,529,100898,2024,物理,不限,否
10069,天津商业大学,206,06,28,28,520,114451,2024,物理,不限,否
10070,天津财经大学,203,03,13,13,550,70755,2024,物理,不限,否
10070,天津财经大学(中外合作办学),204,04,5,5,538,87123,2024,物理,不限,否
10070,天津财经大学,205,05,7,7,555,64189,2024,物理,不限,否
10070,天津财经大学,207,07,14,14,547,74953,2024,物理,不限,否
10071,天津体育学院,202,02,4,4,502,144666,2024,物理,不限,否
10076,河北工程大学,201,01,3,3,522,111719,2024,物理,不限,否
10076,河北工程大学,202,02,13,13,530,98638,2024,物理,不限,否
10076,河北工程大学,203,03,2,2,549,72239,2024,物理,不限,否
10076,河北工程大学,204,04,2,2,541,82282,2024,物理,不限,否
10076,河北工程大学,206,06,2,2,526,104689,2024,物理,不限,否
10077,河北地质大学,202,02,9,9,513,126282,2024,物理,不限,否
10077,河北地质大学,203,03,18,18,514,124006,2024,物理,不限,否
10078,华北水利水电大学,201,01,27,27,546,75758,2024,物理,不限,否
10078,华北水利水电大学(中外合作办学)      W,202,02,2,2,525,106059,2024,物理,不限,否
10079,华北电力大学（保定）                    1,203,03,15,15,584,34305,2024,物理,不限,否
10079,华北电力大学（保定）                    X,204,04,97,97,597,24010,2024,物理,不限,否
10080,河北工业大学                             人,201,01,17,17,600,21636,2024,物理,不限,否
10080,河北工业大学,202,02,6,6,591,28637,2024,物理,不限,否
10080,河北工业大学              XY,203,03,2,2,597,23607,2024,物理,不限,否
10080,河北工业大学              WA,204,04,3,3,604,19217,2024,物理,不限,否
10080,河北工业大学(联合培养),205,05,6,6,580,37396,2024,物理,不限,否
10080,河北工业大学(联合培养),206,06,2,2,589,30124,2024,物理,不限,否
10081,华北理工大学(中外合作办学),204,04,2,2,479,185964,2024,物理,不限,否
10081,华北理工大学,205,05,2,0,508,133212,2024,物理,不限,否
10081,华北理工大学1,206,06,8,0,524,108215,2024,物理,不限,否
10081,华北理工大学,207,07,8,8,526,105246,2024,物理,不限,否
10081,华北理工大学,208,08,4,4,526,104290,2024,物理,不限,否
10081,华北理工大学,211,11,2,0,560,57907,2024,物理,不限,否
10089,河北医科大学,202,02,30,6,532,96093,2024,物理,不限,否
10089,河北医科大学,203,03,12,12,534,92155,2024,物理,不限,否
10089,河北医科大学,204/,04,4,4,536,90062,2024,物理,不限,否
10092,河北北方学院,201,01,10,10,507,135935,2024,物理,不限,否
10093,承德医学院,201,01,3,3,553,66501,2024,物理,不限,否
10094,河北师范大学,202,02,3,3,551,68877,2024,物理,不限,否
10094,河北师范大学,203,03,2,2,550,70971,2024,物理,不限,否
10094,河北师范大学,204,04,4,4,558,60199,2024,物理,不限,否
10094,河北师范大学                                vx,205,05,2,2,548,73336,2024,物理,不限,否
10101,衡水学院                               1,202,02,4,4,494,158029,2024,物理,不限,否
10101,衡水学院                              PV&gt;,203,03,12,12,492,162181,2024,物理,不限,否
10101,衡水学院（中外合作办学）         K,204,04,2,2,489,168047,2024,物理,不限,否
10103,邯郸学院                                     Y,201,01,7,7,490,165802,2024,物理,不限,否
10103,邯郸学院                  AX,202,02,6,6,493,159677,2024,物理,不限,否
10104,邢台学院              /,202,02,2,2,500,148327,2024,物理,不限,否
10105,沧州师范学院,203,03,13,13,492,161651,2024,物理,不限,否
10107,石家庄铁道大学,202,02,1,1,532,95760,2024,物理,不限,否
10107,石家庄铁道大学,203,03,6,6,532,96285,2024,物理,不限,否
10107,石家庄铁道大学,204,04,2,0,563,55074,2024,物理,不限,否
10108,山西大学,202,02,12,0,545,76569,2024,物理,不限,否
10108,山西大学,203,03,11,11,569,48524,2024,物理,不限,否
10109,太原科技大学,201,01,30,12,525,106507,2024,物理,不限,否
10110,中北大学,203,03,5,5,534,92215,2024,物理,不限,否
10110,中北大学,204,04,9,9,525,106082,2024,物理,不限,否
10110,中北大学,205,05,104,104,544,78860,2024,物理,不限,否
10110,中北大学,206,06,40,40,528,102046,2024,物理,不限,否
10110,中北大学,207,07,6,6,530,99268,2024,物理,不限,否
10110,中北大学,208,08,3,3,554,65053,2024,物理,不限,否
10112,太原理工大学,201,01,84,84,584,33690,2024,物理,不限,否
10113,山西农业大学,203,03,7,7,510,130495,2024,物理,不限,否
10113,山西农业大学,204,04,4,4,504,141615,2024,物理,不限,否
10113,山西农业大学,205,05,7,7,506,136719,2024,物理,不限,否
10114,山西医科大学,201,01,8,8,521,112651,2024,物理,不限,否
10114,山西医科大学,202,02,12,12,534,92402,2024,物理,不限,否
10117,长治医学院,201,01,9,9,513,125833,2024,物理,不限,否
10117,长治医学院,202,02,1,1,526,104646,2024,物理,不限,否
10118,山西师范大学,202,02,1,1,537,88645,2024,物理,不限,否
10118,山西师范大学,203,03,6,6,516,121480,2024,物理,不限,否
10118,山西师范大学,204,04,8,8,507,136137,2024,物理,不限,否
10120,山西大同大学                                A,202,02,10,10,538,86678,2024,物理,不限,否
10124,忻州师范学院                            Y,201,01,1,1,496,154600,2024,物理,不限,否
10124,忻州师范学院                            入,202,02,4,4,496,154917,2024,物理,不限,否
10124,忻州师范学院                             人,203,03,2,2,492,161664,2024,物理,不限,否
10125,山西财经大学,202,02,13,13,519,115172,2024,物理,不限,否
10125,山西财经大学              XY,203,03,5,5,537,87651,2024,物理,不限,否
10126,内蒙古大学                 W,205,05,5,5,540,84001,2024,物理,不限,否
10126,内蒙古大学,206,06,5,5,551,69892,2024,物理,不限,否
10126,内蒙古大学,207,07,12,12,567,49972,2024,物理,不限,否
10126,内蒙古大学,208,08,16,16,543,79896,2024,物理,不限,否
10126,内蒙古大学,209,09,3,3,579,38197,2024,物理,不限,否
10126,内蒙古大学M,211,11,6,6,544,78298,2024,物理,不限,否
10126,内蒙古大学,212,12,12,12,543,80025,2024,物理,不限,否
10127,内蒙古科技大学,203,03,5,5,494,158088,2024,物理,不限,否
10127,内蒙古科技大学,204,04,38,38,493,161050,2024,物理,不限,否
10127,内蒙古科技大学,205,05,30,1,502,144905,2024,物理,不限,否
10128,内蒙古工业大学,201,01,30,4,496,154555,2024,物理,不限,否
10128,内蒙古工业大学,202,02,6,6,495,157037,2024,物理,不限,否
10128,内蒙古工业大学,203,03,19,19,500,148312,2024,物理,不限,否
10128,内蒙古工业大学,204,04,18,18,496,154615,2024,物理,不限,否
10128,内蒙古工业大学,205,05,4,4,531,97212,2024,物理,不限,否
10128,内蒙古工业大学                             X,206,06,4,4,527,102729,2024,物理,不限,否
10129,内蒙古农业大学                              vn,202,02,4,4,497,153238,2024,物理,不限,否
10129,内蒙古农业大学,203,03,8,8,490,165051,2024,物理,不限,否
10129,内蒙古农业大学,204,04,11,11,492,161825,2024,物理,不限,否
10132,内蒙古医科大学,201,01,13,13,493,160262,2024,物理,不限,否
10132,内蒙古医科大学          V   &gt;,202,02,2,2,545,77349,2024,物理,不限,否
10135,内蒙古师范大学,202,02,13,13,489,167609,2024,物理,不限,否
10135,内蒙古师范大学     /,203,03,4,4,519,115180,2024,物理,不限,否
10136,内蒙古民族大学,202,02,1,1,495,157180,2024,物理,不限,否
10136,内蒙古民族大学,203,03,10,10,489,167127,2024,物理,不限,否
10136,内蒙古民族大学,204,04,12,12,489,167074,2024,物理,不限,否
10136,内蒙古民族大学,205,05,1,0,496,155002,2024,物理,不限,否
10140,辽宁大学,211,11,8,0,564,53749,2024,物理,不限,否
10140,辽宁大学,212,12,5,5,575,42045,2024,物理,不限,否
10140,辽宁大学(中外合作办学),213,13,30,0,565,52364,2024,物理,不限,否
10140,辽宁大学(中外合作办学),214,14,3,0,544,78148,2024,物理,不限,否
10140,辽宁大学(中外合作办学),215,15,4,4,545,77221,2024,物理,不限,否
10140,辽宁大学,216,16,21,21,580,37281,2024,物理,不限,否
10140,辽宁大学（联合培养）,217,17,1,1,583,34852,2024,物理,不限,否
10141,大连理工大学,202,02,33,33,630,7482,2024,物理,不限,否
10141,大连理工大学(中外合作办学),?203,03,10,10,612,15196,2024,物理,不限,否
10142,沈阳工业大学,202,02,22,22,516,120183,2024,物理,不限,否
10142,沈阳工业大学,203,03,38,38,530,98781,2024,物理,不限,否
10142,沈阳工业大学,204,04,4,4,530,98117,2024,物理,不限,否
10142,沈阳工业大学,205,05,2,2,535,90647,2024,物理,不限,否
10143,沈阳航空航天大学,201,01,7,7,543,79727,2024,物理,不限,否
10144,沈阳理工大学,201,01,20,20,536,89968,2024,物理,不限,否
10144,沈阳理工大学,202,02,1,1,530,98541,2024,物理,不限,否
10144,沈阳理工大学,203,03,1,1,522,110721,2024,物理,不限,否
10144,沈阳理工大学,204,04,1,1,551,68930,2024,物理,不限,否
10145,东北大学,201,01,10,10,603,20204,2024,物理,不限,否
10145,东北大学,202,02,2,2,603,20061,2024,物理,不限,否
10145,东北大学                                      M,203,03,64,64,614,13747,2024,物理,不限,否
10145,东北大学,204,04,6,6,610,15756,2024,物理,不限,否
10145,东北大学                                  X,205,05,5,5,624,9454,2024,物理,不限,否
10145,东北大学                                   人,206,06,6,6,609,16599,2024,物理,不限,否
10145,东北大学,207,07,15,15,617,12246,2024,物理,不限,否
10145,东北大学（中外合作办学）XY,208,08,17,17,592,27591,2024,物理,不限,否
10145,东北大学(中外合作办学)W&gt;,209,09,18,18,595,25600,2024,物理,不限,否
10146,辽宁科技大学,201,01,12,12,512,127217,2024,物理,不限,否
10146,辽宁科技大学(中外合作办学),202,02,4,4,490,164774,2024,物理,不限,否
10147,辽宁工程技术大学,202,02,9,9,532,95162,2024,物理,不限,否
10147,辽宁工程技术大学,204,04,4,0,537,87899,2024,物理,不限,否
10148,辽宁石油化工大学,201,01,10,10,525,106600,2024,物理,不限,否
10148,辽宁石油化工大学(中外合作办学),202,02,5,5,515,122096,2024,物理,不限,否
10149,沈阳化工大学,201,01,1,0,523,109496,2024,物理,不限,否
10149,沈阳化工大学,202,02,30,6,529,100247,2024,物理,不限,否
10149,沈阳化工大学,203,03,12,12,515,122625,2024,物理,不限,否
10149,沈阳化工大学(中外合作办学),204&lt;,04,2,2,513,125206,2024,物理,不限,否
10150,大连交通大学(中外合作办学),202,02,2,2,529,100646,2024,物理,不限,否
10150,大连交通大学,203,03,3,3,522,110376,2024,物理,不限,否
10150,大连交通大学,204,04,18,18,528,101610,2024,物理,不限,否
10150,大连交通大学                                   Y,205,05,2,2,539,84831,2024,物理,不限,否
10150,大连交通大学(中外合作办学),206,06,7,7,526,105531,2024,物理,不限,否
10151,大连海事大学                                vn,203,03,19,19,576,41344,2024,物理,不限,否
10151,大连海事大学(中外合作办学)               V,204,04,2,2,596,24806,2024,物理,不限,否
10151,大连海事大学                        入,205,05,69,69,581,36665,2024,物理,不限,否
10151,大连海事大学（中外合作办学）   X,206,06,14,14,571,45862,2024,物理,不限,否
10152,大连工业大学                               ?,204,04,3,3,521,113122,2024,物理,不限,否
10152,大连工业大学            AX,205,05,5,5,537,88817,2024,物理,不限,否
10152,大连工业大学        /,206,06,1,1,517,118480,2024,物理,不限,否
10152,大连工业大学,207,07,4,4,521,113223,2024,物理,不限,否
10152,大连工业大学 1,208,08,3,3,520,114410,2024,物理,不限,否
10152,大连工业大学,210,10,1,0,527,102733,2024,物理,不限,否
10152,大连工业大学,211,11,2,0,530,99274,2024,物理,不限,否
10152,大连工业大学,212,12,2,2,526,104556,2024,物理,不限,否
10152,大连工业大学(学术互认）,213,13,30,0,539,84674,2024,物理,不限,否
10152,大连工业大学(中外合作办学),214,14,3,0,530,98741,2024,物理,不限,否
10153,沈阳建筑大学,201,01,2,0,544,78516,2024,物理,不限,否
10153,沈阳建筑大学,202,02,7,7,508,134641,2024,物理,不限,否
10153,沈阳建筑大学(中外合作办学),203,03,4,4,504,141029,2024,物理,不限,否
10153,沈阳建筑大学,204,04,17,17,506,138155,2024,物理,不限,否
10153,沈阳建筑大学(中外合作办学）,205,05,6,6,519,116156,2024,物理,不限,否
10158,大连海洋大学,201,01,4,4,505,138594,2024,物理,不限,否
10158,大连海洋大学,202,02,16,16,506,138145,2024,物理,不限,否
10158,大连海洋大学,203,03,9,9,503,142884,2024,物理,不限,否
10159,中国医科大学,201,01,19,19,574,42810,2024,物理,不限,否
10159,中国医科大学(中外合作办学),202,02,6,6,549,72258,2024,物理,不限,否
10160,锦州医科大学,201,01,11,11,545,76869,2024,物理,不限,否
10160,锦州医科大学,202,02,8,8,508,133544,2024,物理,不限,否
10160,锦州医科大学（中外合作办学）,203,03,5,5,490,165727,2024,物理,不限,否
10161,大连医科大学,201,01,2,2,572,45358,2024,物理,不限,否
10161,大连医科大学,202,02,3,3,601,20970,2024,物理,不限,否
10161,大连医科大学,203,03,12,12,585,33204,2024,物理,不限,否
10162,辽宁中医药大学,201,01,26,26,507,134930,2024,物理,不限,否
10163,沈阳药科大学                                A,202,02,3,3,536,89842,2024,物理,不限,否
10163,沈阳药科大学                           2,203,03,31,31,521,113319,2024,物理,不限,否
10164,沈阳医学院,201,01,4,4,550,70968,2024,物理,不限,否
10165,辽宁师范大学(中外合作办学),202,02,3,3,520,113861,2024,物理,不限,否
10167,渤海大学,203,03,1,1,491,164379,2024,物理,不限,否
10167,渤海大学                    XV,204,04,1,1,529,99846,2024,物理,不限,否
10169,鞍山师范学院            VWA,202,02,1,1,498,152189,2024,物理,不限,否
10172,大连外国语大学,203,03,1,1,546,76067,2024,物理,不限,否
10172,大连外国语大学,204,04,12,12,532,96431,2024,物理,不限,否
10172,大连外国语大学,205,05,2,2,544,78481,2024,物理,不限,否
10173,东北财经大学,209,09,23,23,555,64113,2024,物理,不限,否
10173,东北财经大学(中外合作办学),211,11,4,4,552,68214,2024,物理,不限,否
10173,东北财经大学(中外合作办学),212,12,3,3,574,43132,2024,物理,不限,否
10173,东北财经大学(中外合作办学),213,13,3,3,556,63481,2024,物理,不限,否
10173,东北财经大学(中外合作办学),214,14,30,2,537,88730,2024,物理,不限,否
10173,东北财经大学(中外合作办学),215,15,3,3,555,63945,2024,物理,不限,否
10177,沈阳音乐学院,202,02,30,1,499,150359,2024,物理,不限,否
10183,吉林大学,206,06,7,7,619,11407,2024,物理,不限,否
10183,吉林大学,207,07,28,28,603,19791,2024,物理,不限,否
10183,吉林大学,208,08,120,120,607,17900,2024,物理,不限,否
10183,吉林大学                                          Y,209,09,32,32,605,18795,2024,物理,不限,否
10183,吉林大学                                      x,210,10,15,15,618,12157,2024,物理,不限,否
10183,吉林大学                                      m,211,11,28,28,617,12262,2024,物理,不限,否
10183,吉林大学（联合培养）                          H,212,12,5,5,610,15953,2024,物理,不限,否
10183,吉林大学                              V&gt;,213,13,10,10,623,10077,2024,物理,不限,否
10183,吉林大学                              X,215,15,18,18,618,12002,2024,物理,不限,否
10183,吉林大学                   v  /,216,16,3,3,609,16282,2024,物理,不限,否
10184,延边大学                  AX,202,02,19,19,562,55335,2024,物理,不限,否
10184,延边大学                       1   ?,203,03,4,4,571,46601,2024,物理,不限,否
10186,长春理工大学,204,04,4,4,523,110109,2024,物理,不限,否
10186,长春理工大学 1,205,05,16,16,516,121426,2024,物理,不限,否
10186,长春理工大学,206,06,7,7,529,100052,2024,物理,不限,否
10186,长春理工大学        ?,207,07,117,117,547,74069,2024,物理,不限,否
10186,长春理工大学,208,08,8,8,560,58745,2024,物理,不限,否
10186,长春理工大学,209,09,16,16,524,108596,2024,物理,不限,否
10186,长春理工大学,210,10,30,18,532,95043,2024,物理,不限,否
10186,长春理工大学（中外合作办学）,211,11,13,13,554,65497,2024,物理,不限,否
10186,长春理工大学(中外合作办学),212,12,4,4,527,102842,2024,物理,不限,否
10186,长春理工大学(中外合作办学),213,13,27,27,531,97709,2024,物理,不限,否
10186,长春理工大学,214,14,2,2,535,91188,2024,物理,不限,否
10188,东北电力大学,202,02,3,3,548,73475,2024,物理,不限,否
10188,东北电力大学,? 203,03,39,39,566,51802,2024,物理,不限,否
10188,东北电力大学（中外合作办学）,205,05,3,3,574,43530,2024,物理,不限,否
10190,长春工业大学,201,01,7,7,513,126281,2024,物理,不限,否
10190,长春工业大学(中外合作办学),202,02,5,5,504,141214,2024,物理,不限,否
10190,长春工业大学,203,03,3,3,540,83274,2024,物理,不限,否
10190,长春工业大学,204,04,19,19,509,132187,2024,物理,不限,否
10190,长春工业大学,205,05,1,1,525,105851,2024,物理,不限,否
10190,长春工业大学,206,06,5,5,537,88183,2024,物理,不限,否
10190,长春工业大学（中外合作办学）,207,07,5,5,521,112293,2024,物理,不限,否
10191,吉林建筑大学,201,01,8,8,500,147353,2024,物理,不限,否
10191,吉林建筑大学(中外合作办学）,202,02,3,3,506,138127,2024,物理,不限,否
10191,吉林建筑大学,203,03,17,17,497,153047,2024,物理,不限,否
10191,吉林建筑大学（中外合作办学）           A,204,04,2,2,508,134481,2024,物理,不限,否
10193,吉林农业大学,201,01,2,2,509,131999,2024,物理,不限,否
10193,吉林农业大学,202,02,6,6,505,139885,2024,物理,不限,否
10193,吉林农业大学,203,03,3,3,510,131285,2024,物理,不限,否
10199,长春中医药大学,201,01,1,1,534,92484,2024,物理,不限,否
