school_code,school_name,group_code,group_id,plan_count,admitted,min_score,min_rank,year,subject,xuanke_req,is_special
10574,华南师范大学（地方专项）,208,08,20,20,535,20325,2024,历史,不限,否
10574,华南师范大学（地方专项）,209,09,5,5,560,11222,2024,历史,不限,否
10574,华南师范大学(地方专项）,210,10,20,20,544,16707,2024,历史,不限,否
10574,华南师范大学(地方专项）,W211,11,20,20,573,7880,2024,历史,不限,否
10574,华南师范大学（地方专项）            二,212,12,20,20,583,5778,2024,历史,不限,否
10574,华南师范大学(地方专项）             X,213,13,5,5,572,8073,2024,历史,不限,否
10574,华南师范大学（联合培养）            人,214,14,20,20,569,8958,2024,历史,不限,否
10574,华南师范大学（中外合作办学）  &gt;&gt;,215,15,30,30,570,8726,2024,历史,不限,否
10576,韶关学院                  XV,201,01,352,352,499,39556,2024,历史,不限,否
10576,韶关学院                 NA,202,02,224,224,498,40203,2024,历史,不限,否
10576,韶关学院,203,03,85,85,497,40570,2024,历史,不限,否
10576,韶关学院（学分互认）,204,04,30,30,493,43701,2024,历史,不限,否
10576,韶关学院（学分互认）,206,06,15,15,496,41809,2024,历史,不限,否
10576,韶关学院,207,07,81,81,498,40001,2024,历史,不限,否
10576,韶关学院LN,211,11,55,55,509,33555,2024,历史,不限,否
10576,韶关学院,212,12,45,45,498,39953,2024,历史,不限,否
10576,韶关学院,245,45,208,0,496,41270,2024,历史,不限,否
10576,韶关学院,248,48,10,10,496,41418,2024,历史,不限,否
10577,惠州学院,201,01,73,73,525,25200,2024,历史,不限,否
10577,惠州学院,202,02,67,67,513,31338,2024,历史,不限,否
10577,惠州学院,203,03,25,25,519,27867,2024,历史,不限,否
10577,惠州学院,204,04,178,178,528,23757,2024,历史,不限,否
10577,惠州学院,205,05,135,135,513,31326,2024,历史,不限,否
10577,惠州学院,206,06,88,88,520,27530,2024,历史,不限,否
10577,惠州学院,207,07,23,23,505,35903,2024,历史,不限,否
10577,惠州学院                                     &gt;,208,08,50,50,512,31857,2024,历史,不限,否
10577,惠州学院,209,09,30,30,499,39320,2024,历史,不限,否
10577,惠州学院                             &gt;&gt;,210,10,131,131,516,29797,2024,历史,不限,否
10577,惠州学院                             K,211,11,217,217,504,36281,2024,历史,不限,否
10577,惠州学院                                  ?,212,12,21,21,499,39284,2024,历史,不限,否
10577,惠州学院,213,13,30,30,500,39010,2024,历史,不限,否
10577,惠州学院,214,14,10,10,500,38693,2024,历史,不限,否
10577,惠州学院（中外合作办学）,215,15,60,57,431,93124,2024,历史,不限,否
10578,韩山师范学院,220,20,48,48,513,31289,2024,历史,不限,否
10578,韩山师范学院,221,21,40,40,505,35647,2024,历史,不限,否
10578,韩山师范学院,222,22,493,493,503,37157,2024,历史,不限,否
10578,韩山师范学院,223,23,304,304,497,40737,2024,历史,不限,否
10578,韩山师范学院（协同培养）,225,25,25,25,496,41758,2024,历史,不限,否
10578,韩山师范学院（中外合作办学）,226,26,45,45,480,52807,2024,历史,不限,否
10579,岭南师范学院,201,01,132,132,520,27691,2024,历史,不限,否
10579,岭南师范学院,202,02,173,173,510,32979,2024,历史,不限,否
10579,岭南师范学院,203,03,331,331,502,37441,2024,历史,不限,否
10579,岭南师范学院,204,04,383,383,508,33964,2024,历史,不限,否
10579,岭南师范学院,205,05,695,695,501,38267,2024,历史,不限,否
10579,岭南师范学院,206,06,25,25,500,38968,2024,历史,不限,否
10580,肇庆学院,201,01,132,132,499,39478,2024,历史,不限,否
10580,肇庆学院,202,02,163,163,505,35859,2024,历史,不限,否
10580,肇庆学院,203,03,55,55,500,38950,2024,历史,不限,否
10580,肇庆学院,204,04,538,538,507,34781,2024,历史,不限,否
10580,肇庆学院,205,05,42,42,501,38574,2024,历史,不限,否
10580,肇庆学院                         X,206,06,109,109,511,32381,2024,历史,不限,否
10580,肇庆学院,207,07,40,40,506,35022,2024,历史,不限,否
10582,嘉应学院,216,16,75,75,500,38914,2024,历史,不限,否
10582,嘉应学院,217,17,44,44,497,40729,2024,历史,不限,否
10582,嘉应学院,218,18,83,83,504,36153,2024,历史,不限,否
10582,嘉应学院,219,19,145,145,493,43174,2024,历史,不限,否
10582,嘉应学院,W220,20,531,531,494,43034,2024,历史,不限,否
10582,嘉应学院,221,21,344,344,494,42567,2024,历史,不限,否
10582,嘉应学院                                 X,?222,22,45,45,497,40890,2024,历史,不限,否
10582,嘉应学院（联合培养）              冏人,223,23,15,15,485,48926,2024,历史,不限,否
10582,嘉应学院（联合培养）              &gt;&gt;,224,24,15,15,485,49173,2024,历史,不限,否
10585,广州体育学院,201,01,18,18,503,37230,2024,历史,不限,否
10586,广州美术学院             W,215,15,96,96,508,34055,2024,历史,不限,否
10587,星海音乐学院,202,02,16,16,519,28228,2024,历史,不限,否
10588,广东技术师范大学,243,43,61,61,552,13882,2024,历史,不限,否
10588,东技术师范大学,244,44,45,45,545,16322,2024,历史,不限,否
10588,东技术师范大学(地方专项）,246,46,10,10,531,22050,2024,历史,不限,否
10588,广东技术师范大学,247,47,12,12,532,21934,2024,历史,不限,否
10588,广东技术师范大学,248,48,8,8,1530,22887,2024,历史,不限,否
10588,广东技术师范大学,249,49,48,0,534,20824,2024,历史,不限,否
10588,广东技术师范大学,250,50,50,50,508,34010,2024,历史,不限,否
10588,广东技术师范大学,251,51,17,17,550,14769,2024,历史,不限,否
10588,东技术师范大学,252,52,16,16,531,22214,2024,历史,不限,否
10588,东技术师范大学,253,53,147,147,529,23234,2024,历史,不限,否
10588,东技术师范大学,254,54,77,77,538,19414,2024,历史,不限,否
10588,东技术师范大学,255,55,66,66,522,26536,2024,历史,不限,否
10588,东技术师范大学（国际班）,256,56,50,50,490,45482,2024,历史,不限,否
10588,东技术师范大学(国际班),257,57,48,48,490,45365,2024,历史,不限,否
10588,东技术师范大学(少数民族班）       →,258,58,6,6,403,120230,2024,历史,不限,否
10588,东技术师范大学(少数民族班),259,59,8,8,405,117907,2024,历史,不限,否
10588,东技术师范大学（少数民族班）&gt;&gt;,260,60,30,30,432,91634,2024,历史,不限,否
10588,东技术师范大学(少数民族班） K,261,61,8,8,450,75910,2024,历史,不限,否
10588,广东技术师范大学 (少数民族班),264,64,9,9,458,69318,2024,历史,不限,否
10588,广东技术师范大学(少数民族班),265,65,32,32,398,124822,2024,历史,不限,否
10589,海南大学,201,01,2,2,572,8216,2024,历史,不限,否
10589,海南大学,202,02,6,6,573,7896,2024,历史,不限,否
10589,海南大学,203,03,12,12,568,9071,2024,历史,不限,否
10589,海南大学（中外合作办学）,204,04,18,0,517,29219,2024,历史,不限,否
10589,海南大学,206,06,4,0,570,8620,2024,历史,不限,否
10590,深圳大学,201,01,141,141,580,6250,2024,历史,不限,否
10590,深圳大学,202,02,432,432,576,7247,2024,历史,不限,否
10590,深圳大学,203,03,20,20,575,7358,2024,历史,不限,否
10590,深圳大学,204,04,266,266,582,5817,2024,历史,不限,否
10590,深圳大学,205,05,29,29,574,7579,2024,历史,不限,否
10590,深圳大学,206,06,61,61,575,7372,2024,历史,不限,否
10590,深圳大学,207,07,125,125,578,6815,2024,历史,不限,否
10590,深圳大学,208,08,207,207,588,4763,2024,历史,不限,否
10590,深圳大学(地方专项),211,11,65,65,557,12098,2024,历史,不限,否
10592,广东财经大学,201,01,325,325,537,19587,2024,历史,不限,否
10592,东财经大学,203,03,677,677,534,20940,2024,历史,不限,否
10592,东财经大学,205,05,154,154,558,11817,2024,历史,不限,否
10592,广东财经大学,207,07,250,250,539,18850,2024,历史,不限,否
10592,广东财经大学,209,09,100,100,535,20623,2024,历史,不限,否
10592,广东财经大学,211,11,50,50,533,21332,2024,历史,不限,否
10592,广东财经大学（联合培养),215,15,100,100,512,31699,2024,历史,不限,否
10595,桂林电子科技大学(本科预科班),206,06,2,2,425,99033,2024,历史,不限,否
10596,桂林理工大学,201,01,3,3,511,32517,2024,历史,不限,否
10596,桂林理工大学,W202,02,2,2,507,34658,2024,历史,不限,否
10596,桂林理工大学                           二,203,03,5,5,498,40347,2024,历史,不限,否
10599,右江民族医学院                         X,201,01,1,1,494,42791,2024,历史,不限,否
10599,右江民族医学院                         人,202,02,1,1,510,32687,2024,历史,不限,否
10602,广西师范大学                       &gt;&gt;,201,01,21,21,518,28468,2024,历史,不限,否
10602,广西师范大学             XV,202,02,2,2,574,7559,2024,历史,不限,否
10602,广西师范大学（联合培养）,203,03,4,4,503,37002,2024,历史,不限,否
10602,广西师范大学,204,04,4,4,559,11741,2024,历史,不限,否
10603,南宁师范大学,201,01,10,10,521,27069,2024,历史,不限,否
10603,南宁师范大学,202,02,4,4,527,23955,2024,历史,不限,否
10606,玉林师范学院,202,02,6,6,494,43099,2024,历史,不限,否
10606,玉林师范学院,203,03,41,41,496,41412,2024,历史,不限,否
10607,广西艺术学院,201,01,26,26,492,44239,2024,历史,不限,否
10607,广西艺术学院,202,02,3,3,495,42018,2024,历史,不限,否
10608,西民族大学,201,01,30,5,519,27824,2024,历史,不限,否
10608,西民族大学,202,02,14,14,511,32092,2024,历史,不限,否
10608,广西民族大学,2167,67,7,7,505,35856,2024,历史,不限,否
10610,四川大学,201,01,30,19,610,1865,2024,历史,不限,否
10610,四川大学,208,08,3,3,590,4389,2024,历史,不限,否
10611,重庆大学,201,01,6,6,608,2086,2024,历史,不限,否
10611,重庆大学                                     A,202,02,2,2,606,2357,2024,历史,不限,否
10611,重庆大学（艺术类）,211,11,8,8,576,7173,2024,历史,不限,否
10613,西南交通大学                        &gt;&gt;,201,01,11,11,582,5916,2024,历史,不限,否
10613,西南交通大学                        K,202,02,4,4,591,4285,2024,历史,不限,否
10614,电子科技大学                             Y,201,01,6,6,600,2963,2024,历史,不限,否
10615,西南石油大学,201,01,2,2,549,15094,2024,历史,不限,否
10615,西南石油大学,202,02,2,2,536,20204,2024,历史,不限,否
10615,西南石油大学  ?,203,03,6,6,555,13015,2024,历史,不限,否
10615,西南石油大学,204,04,7,7,547,15706,2024,历史,不限,否
10615,西南石油大学,205,05,4,4,554,13130,2024,历史,不限,否
10615,西南石油大学,212,12,5,5,523,25965,2024,历史,不限,否
10616,成都理工大学,201,01,4,4,542,17796,2024,历史,不限,否
10616,成都理工大学（中外合作办学）,203,03,3,0,529,22949,2024,历史,不限,否
10616,成都理工大学,204,04,3,0,532,21645,2024,历史,不限,否
10617,重庆邮电大学,201,01,3,3,541,18012,2024,历史,不限,否
10618,重庆交通大学,201,01,3,3,531,22317,2024,历史,不限,否
10618,重庆交通大学,202,02,6,6,530,22780,2024,历史,不限,否
10618,重庆交通大学,203,03,6,6,529,23164,2024,历史,不限,否
10619,西南科技大学,201,01,10,10,519,27858,2024,历史,不限,否
10619,西南科技大学,202,02,4,4,531,22361,2024,历史,不限,否
10619,西南科技大学,203,03,3,3,532,21707,2024,历史,不限,否
10621,成都信息工程大学,201,01,5,5,531,22111,2024,历史,不限,否
10621,成都信息工程大学,206,06,2,2,538,19141,2024,历史,不限,否
10622,四川轻化工大学,201,01,4,4,522,26705,2024,历史,不限,否
10623,西华大学,201,01,9,9,544,16652,2024,历史,不限,否
10623,西华大学(本科预科班),206,06,2,2,493,43593,2024,历史,不限,否
10624,中国民用航空飞行学院,201,01,8,8,513,31440,2024,历史,不限,否
10624,中国民用航空飞行学院,202,02,6,6,509,33712,2024,历史,不限,否
10624,中国民用航空飞行学院,203,03,2,2,515,30198,2024,历史,不限,否
10633,成都中医药大学（中外合作办学）,201,01,3,3,520,27274,2024,历史,不限,否
10634,川北医学院,201,01,5,5,508,34194,2024,历史,不限,否
10635,西南大学,W2011,11,1,1,590,4516,2024,历史,不限,否
10635,西南大学                                 U,202,02,7,7,578,6638,2024,历史,不限,否
10635,西南大学                                 X,203,03,5,5,562,10581,2024,历史,不限,否
10635,西南大学（中外合作办学）          其人,204,04,1,1,587,5014,2024,历史,不限,否
10636,四川师范大学                       &gt;&gt;,201,01,21,21,531,22065,2024,历史,不限,否
10636,四川师范大学             XV,202,02,3,3,535,20360,2024,历史,不限,否
10636,四川师范大学            M,203,03,4,4,549,15046,2024,历史,不限,否
10636,四川师范大学,204,04,4,4,545,16370,2024,历史,不限,否
10636,四川师范大学      7,205,05,12,12,549,14975,2024,历史,不限,否
10636,四川师范大学,224,24,4,4,530,22478,2024,历史,不限,否
10637,重庆师范大学,202,02,2,2,572,8088,2024,历史,不限,否
10638,西华师范大学,201,01,8,8,507,34659,2024,历史,不限,否
10640,内江师范学院,201,01,7,7,516,29690,2024,历史,不限,否
10640,内江师范学院,202,02,1,0,511,32082,2024,历史,不限,否
10643,重庆三峡学院,201,01,30,2,508,34102,2024,历史,不限,否
10643,重庆三峡学院,202,02,4,4,503,37365,2024,历史,不限,否
10644,四川文理学院,201,01,9,9,495,42137,2024,历史,不限,否
10647,长江师范学院,201,01,2,2,512,31531,2024,历史,不限,否
10649,乐山师范学院,201,01,30,4,496,41769,2024,历史,不限,否
10650,四川外国语大学,201,01,9,9,540,18328,2024,历史,不限,否
10650,四川外国语大学（中外合作办学）,202,02,2,2,524,25467,2024,历史,不限,否
10650,四川外国语大学,203,03,9,9,530,22551,2024,历史,不限,否
10650,四川外国语大学(中外合作办学),204,04,1,1,521,27085,2024,历史,不限,否
10650,四川外国语大学                     &gt;&gt;,205,05,1,1,550,14761,2024,历史,不限,否
10651,西南财经大学,201,01,20,20,601,2930,2024,历史,不限,否
10652,西南政法大学            XX,201,01,6,6,593,3887,2024,历史,不限,否
10652,西南政法大学,202,02,81,81,592,4093,2024,历史,不限,否
10652,西南政法大学（中外合作办学）,203,03,6,6,606,2348,2024,历史,不限,否
10654,四川音乐学院,201,01,7,7,512,31738,2024,历史,不限,否
10654,四川音乐学院（联合培养）,210,10,4,4,496,41743,2024,历史,不限,否
10655,四川美术学院,201,01,11,11,500,39271,2024,历史,不限,否
10656,西南民族大学,201,01,22,0,531,22295,2024,历史,不限,否
10657,贵州大学,201,01,4,0,574,7614,2024,历史,不限,否
10657,贵州大学,202,02,2,2,571,8432,2024,历史,不限,否
10661,遵义医科大学,201,01,3,3,503,36825,2024,历史,不限,否
10661,遵义医科大学,202,02,2,2,499,39899,2024,历史,不限,否
10661,遵义医科大学,203,03,2,2,506,35179,2024,历史,不限,否
10661,遵义医科大学,208,08,37,37,511,32458,2024,历史,不限,否
10662,贵州中医药大学,201,01,2,2,532,21595,2024,历史,不限,否
10662,贵州中医药大学,202,02,2,2,522,26649,2024,历史,不限,否
10663,贵州师范大学,201,01,7,7,533,21248,2024,历史,不限,否
10663,贵州师范大学,202,02,5,5,492,43870,2024,历史,不限,否
10663,贵州师范大学,203,03,4,4,559,11760,2024,历史,不限,否
10664,遵义师范学院,201,01,2,2,515,30094,2024,历史,不限,否
10664,遵义师范学院,202,02,3,3,509,33202,2024,历史,不限,否
10667,安顺学院,201,01,1,1,495,42418,2024,历史,不限,否
10667,安顺学院,202,02,1,1,495,42273,2024,历史,不限,否
10667,安顺学院,203,03,1,1,497,41023,2024,历史,不限,否
10668,贵州工程应用技术学院,201,01,2,2,493,43312,2024,历史,不限,否
10668,贵州工程应用技术学院,202,02,5,5,497,41169,2024,历史,不限,否
10668,贵州工程应用技术学院,203,03,2,2,492,43790,2024,历史,不限,否
10669,凯里学院,W2011,11,3,3,499,39830,2024,历史,不限,否
10671,贵州财经大学                           1,201,01,6,6,520,27306,2024,历史,不限,否
10673,云南大学                                 X,201,01,13,13,568,9137,2024,历史,不限,否
10673,云南大学                                 人,202,02,6,6,576,7235,2024,历史,不限,否
10673,云南大学                             &gt;&gt;,203,03,2,2,573,7870,2024,历史,不限,否
10674,昆明理工大学,201,01,4,4,536,19977,2024,历史,不限,否
10679,大理大学                  W,201,01,6,6,505,35607,2024,历史,不限,否
10681,云南师范大学,201,01,15,15,520,27617,2024,历史,不限,否
10681,云南师范大学   X7,203,03,2,2,557,12378,2024,历史,不限,否
10687,红河学院         y&gt;,201,01,10,10,493,43331,2024,历史,不限,否
10689,云南财经大学（中外合作办学）,202,02,29,29,493,43481,2024,历史,不限,否
10689,云南财经大学,203,03,2,2,1526,24613,2024,历史,不限,否
10690,云南艺术学院,201,01,8,8,493,43581,2024,历史,不限,否
10691,云南民族大学,201,01,2,2,508,34017,2024,历史,不限,否
10691,云南民族大学,202,02,30,1,545,16305,2024,历史,不限,否
10694,西藏大学,201,01,1,1,539,18683,2024,历史,不限,否
10694,西藏大学,2037,37,2,2,543,17178,2024,历史,不限,否
10694,西藏大学,204,04,1,1,534,20755,2024,历史,不限,否
10694,西藏大学,205 ?,05,1,1,552,13989,2024,历史,不限,否
10697,西北大学,201,01,6,6,584,5534,2024,历史,不限,否
10697,西北大学                                     A,202,02,1,1,608,2007,2024,历史,不限,否
10698,西安交通大学,201,01,13,13,614,1530,2024,历史,不限,否
10699,西北工业大学                        &gt;,201,01,14,14,599,3141,2024,历史,不限,否
10702,西安工业大学                        K,201,01,4,4,533,21522,2024,历史,不限,否
10703,西安建筑科技大学                       Y,201,01,4,4,542,17529,2024,历史,不限,否
10705,西安石油大学,201,01,2,2,523,25971,2024,历史,不限,否
10705,西安石油大学,202,02,2,2,529,23336,2024,历史,不限,否
10708,陕西科技大学  ?,201,01,4,4,532,21801,2024,历史,不限,否
10710,长安大学,201,01,7,7,571,8245,2024,历史,不限,否
10712,西北农林科技大学,201,01,2,2,590,4503,2024,历史,不限,否
10712,西北农林科技大学,202,02,6,6,589,4561,2024,历史,不限,否
10718,陕西师范大学,201,01,10,0,588,4757,2024,历史,不限,否
10718,陕西师范大学,203,03,2,2,561,10929,2024,历史,不限,否
10718,陕西师范大学,204,04,4,4,587,4962,2024,历史,不限,否
10719,延安大学,201,01,6,6,515,29999,2024,历史,不限,否
10719,延安大学,202,02,2,2,520,27442,2024,历史,不限,否
10720,陕西理工大学,201,01,5,5,504,36122,2024,历史,不限,否
10722,咸阳师范学院,201,01,30,4,497,40992,2024,历史,不限,否
10723,渭南师范学院（中外合作办学）,201,01,1,1,482,50911,2024,历史,不限,否
10724,西安外国语大学,201,01,8,8,539,18685,2024,历史,不限,否
10724,西安外国语大学,202,02,12,12,535,20400,2024,历史,不限,否
10726,西北政法大学,201,01,18,18,587,4919,2024,历史,不限,否
10726,西北政法大学,202,02,2,2,590,4484,2024,历史,不限,否
10729,西安美术学院,201,01,2,2,513,31273,2024,历史,不限,否
10730,兰州大学,201,01,19,19,593,3980,2024,历史,不限,否
10730,兰州大学,202,02,9,9,594,3742,2024,历史,不限,否
10730,兰州大学,203,03,8,8,594,3864,2024,历史,不限,否
10731,兰州理工大学,201,01,2,2,515,29935,2024,历史,不限,否
10732,兰州交通大学,201,01,1,1,523,26267,2024,历史,不限,否
10732,兰州交通大学,202,02,7,7,507,34483,2024,历史,不限,否
10733,甘肃农业大学,201,01,17,17,493,43382,2024,历史,不限,否
10736,西北师范大学,W201,01,5,5,531,22109,2024,历史,不限,否
10736,西北师范大学,202,02,22,22,520,27732,2024,历史,不限,否
10736,西北师范大学                            X,204,04,3,3,531,22444,2024,历史,不限,否
10736,西北师范大学                        偈人,205,05,2,2,540,18431,2024,历史,不限,否
10738,陇东学院                             &gt;,201,01,6,6,492,44041,2024,历史,不限,否
10738,陇东学院                   XV.,202,02,6,6,490,45777,2024,历史,不限,否
10739,天水师范学院            VVA,201,01,3,3,492,44070,2024,历史,不限,否
10739,天水师范学院,202,02,3,3,493,43460,2024,历史,不限,否
10739,天水师范学院     T,203,03,3,3,496,41739,2024,历史,不限,否
10739,天水师范学院  y&gt;,204,04,2,2,495,41882,2024,历史,不限,否
10741,兰州财经大学,202,02,18,18,497,40989,2024,历史,不限,否
10741,兰州财经大学（联合培养）,205,05,6,6,491,44922,2024,历史,不限,否
10742,西北民族大学,202,02,2,0,511,32431,2024,历史,不限,否
10742,西北民族大学,203,03,2,2,528,23702,2024,历史,不限,否
10746,青海师范大学,201,01,30,3,518,28358,2024,历史,不限,否
10746,青海师范大学,202,02,9,9,519,28061,2024,历史,不限,否
10749,宁夏大学,201,01,8,8,564,10239,2024,历史,不限,否
10755,新疆大学,201,01,1,1,557,12372,2024,历史,不限,否
10755,新疆大学,202,02,30,6,549,14828,2024,历史,不限,否
10755,新疆大学,203,03,1,1,563,10504,2024,历史,不限,否
10758,新疆农业大学,201,01,3,3,492,44407,2024,历史,不限,否
10758,新疆农业大学                               &gt;,202,02,3,3,492,44205,2024,历史,不限,否
10758,新疆农业大学,203,03,13,13,489,46444,2024,历史,不限,否
10762,新疆师范大学                        &gt;&gt;&gt;,201,01,2,2,504,36164,2024,历史,不限,否
10762,新疆师范大学                        K,202,02,16,16,507,34851,2024,历史,不限,否
10763,喀什大学,203,03,3,3,495,42062,2024,历史,不限,否
10764,伊犁师范大学,202,02,4,4,494,43030,2024,历史,不限,否
10765,新疆和田学院,201,01,4,4,487,47260,2024,历史,不限,否
10765,新疆和田学院,202,02,3,3,490,45226,2024,历史,不限,否
10766,新疆财经大学,201,01,8,8,494,43047,2024,历史,不限,否
10768,新疆艺术学院,201,01,6,6,486,48439,2024,历史,不限,否
10792,天津城建大学,201,01,4,4,493,43413,2024,历史,不限,否
10792,天津城建大学,202,02,1,1,491,44779,2024,历史,不限,否
10792,天津城建大学（中外合作办学）,203,03,2,2,479,53556,2024,历史,不限,否
10792,天津城建大学（中外合作办学）,204,04,2,2,478,54013,2024,历史,不限,否
10792,天津城建大学,205,05,30,3,522,26602,2024,历史,不限,否
10812,吕梁学院,201,01,1,1,489,46081,2024,历史,不限,否
10822,广东白云学院,218,18,430,430,473,58122,2024,历史,不限,否
10822,广东白云学院,219,19,150,150,471,59491,2024,历史,不限,否
10822,广东白云学院,220,20,102,102,467,62086,2024,历史,不限,否
10822,广东白云学院,221,21,102,102,452,74221,2024,历史,不限,否
10822,东白云学院,222,22,296,296,456,71488,2024,历史,不限,否
10822,广东白云学院,223,23,296,296,456,71245,2024,历史,不限,否
10822,广东白云学院                   X,224,24,540,540,460,68019,2024,历史,不限,否
10822,广东白云学院,225,25,100,100,460,68023,2024,历史,不限,否
10822,广东白云学院(学分互认),226,26,71,71,433,91134,2024,历史,不限,否
10833,广东轻工职业技术大学,204,04,20,20,498,40424,2024,历史,不限,否
10841,辽宁对外经贸学院,201,01,4,4,463,65116,2024,历史,不限,否
10846,江西科技学院,201,01,4,4,487,47922,2024,历史,不限,否
10850,南京工业职业技术大学,W201,01,8,8,499,39535,2024,历史,不限,否
10856,上海工程技术大学                     二,201,01,2,2,531,22147,2024,历史,不限,否
10856,上海工程技术大学                     X,202,02,6,6,527,23926,2024,历史,不限,否
10876,浙江万里学院                        人,201,01,2,2,495,42454,2024,历史,不限,否
10876,浙江万里学院（中外合作办学）  &gt;&gt;,202,02,5,5,487,47594,2024,历史,不限,否
10895,萍乡学院                   VV,201,01,6,6,494,42643,2024,历史,不限,否
10908,山东工艺美术学院,201,01,4,4,488,46701,2024,历史,不限,否
10919,平顶山学院,201,01,2,2,490,45753,2024,历史,不限,否
10920,湖北理工学院     7,201,01,2,2,500,38698,2024,历史,不限,否
10920,湖北理工学院   y&gt;,202,02,7,7,499,39610,2024,历史,不限,否
10964,吉林外国语大学(中外合作办学),202,02,5,5,463,65317,2024,历史,不限,否
10977,六盘水师范学院,201,01,8,8,495,41842,2024,历史,不限,否
10997,昌吉学院,202,02,1,0,493,43224,2024,历史,不限,否
11047,上海立信会计金融学院,201,01,7,7,534,20795,2024,历史,不限,否
11048,金陵科技学院,201,01,3,3,505,36093,2024,历史,不限,否
11053,徐州工程学院,201,01,2,2,506,35206,2024,历史,不限,否
11053,徐州工程学院,202,02,2,2,499,39588,2024,历史,不限,否
11057,浙江科技大学,201,01,3,3,515,30361,2024,历史,不限,否
11062,厦门理工学院,201,01,2,2,531,22221,2024,历史,不限,否
11062,厦门理工学院,202,02,6,6,528,23668,2024,历史,不限,否
11065,青岛大学,201,01,20,20,512,31677,2024,历史,不限,否
11066,烟台大学,201,01,2,2,510,32925,2024,历史,不限,否
11066,烟台大学,202,02,4,4,527,23967,2024,历史,不限,否
11066,烟台大学（本科预科班）          &gt;&gt;,206,06,2,2,504,36567,2024,历史,不限,否
11067,潍坊学院,201,01,2,2,498,40458,2024,历史,不限,否
11067,潍坊学院,202,02,6,6,494,42519,2024,历史,不限,否
11068,郑州工程技术学院,201,01,13,13,492,43977,2024,历史,不限,否
11070,洛阳理工学院,201,01,10,10,494,43086,2024,历史,不限,否
11075,三峡大学,201,01,4,4,516,29443,2024,历史,不限,否
11077,长沙学院,201,01,2,2,514,30718,2024,历史,不限,否
11077,长沙学院,202,02,6,6,518,28255,2024,历史,不限,否
11077,长沙学院,203,03,6,6,503,37298,2024,历史,不限,否
11078,广州大学,212,12,57,57,558,11983,2024,历史,不限,否
11078,广州大学,213,13,82,82,562,10647,2024,历史,不限,否
11078,广州大学,214,14,1187,1187,541,18134,2024,历史,不限,否
11078,广州大学（中外合作办学）,215,15,30,30,519,28042,2024,历史,不限,否
11078,广州大学(地方专项）,222,22,115,115,529,23314,2024,历史,不限,否
11078,广州大学(地方专项),223,23,30,5,562,10765,2024,历史,不限,否
11079,成都大学,201,01,4,4,546,16051,2024,历史,不限,否
11079,成都大学(中外合作办学),202,02,6,6,520,27735,2024,历史,不限,否
11079,成都大学,203,03,4,4,548,15260,2024,历史,不限,否
11079,成都大学,216,16,3,3,531,22236,2024,历史,不限,否
11080,西安文理学院,201,01,6,6,511,32332,2024,历史,不限,否
11100,海南热带海洋学院,201,01,16,16,496,41798,2024,历史,不限,否
11100,海南热带海洋学院,202,02,2,2,500,39136,2024,历史,不限,否
11100,海南热带海洋学院(中外合作办学),203,03,7,7,482,51318,2024,历史,不限,否
11104,华北科技学院,201,01,4,4,494,42780,2024,历史,不限,否
11104,华北科技学院,202,02,2,2,521,27107,2024,历史,不限,否
11104,华北科技学院,203,03,12,12,494,42682,2024,历史,不限,否
11106,广州航海学院,211,11,360,360,503,37317,2024,历史,不限,否
11106,广州航海学院（联合培养）,212,12,18,18,489,46008,2024,历史,不限,否
11106,广州航海学院（联合培养),W213,13,18,18,488,47174,2024,历史,不限,否
11110,东警官学院                           二,202,02,120,120,531,22374,2024,历史,不限,否
11117,扬州大学                                 X,201,01,2,2,539,18829,2024,历史,不限,否
11117,扬州大学                                 人,202,02,6,6,555,12933,2024,历史,不限,否
11122,三江学院                             &gt;&gt;,201,01,14,14,476,55375,2024,历史,不限,否
11122,三江学院                   XV,202,02,23,23,482,50867,2024,历史,不限,否
11149,中华女子学院             M,201,01,24,24,516,29830,2024,历史,不限,否
11230,齐齐哈尔医学院,201,01,1,1,493,43452,2024,历史,不限,否
11230,齐齐哈尔医学院   7,202,02,2,2,498,40122,2024,历史,不限,否
11230,齐齐哈尔医学院      &gt;,203,03,1,1,492,44171,2024,历史,不限,否
11242,太原学院,202,02,2,2,489,45989,2024,历史,不限,否
11242,太原学院,203,03,1,0,495,42274,2024,历史,不限,否
11276,南京工程学院,201,01,5,5,518,28610,2024,历史,不限,否
11287,南京审计大学,201,01,2,2,541,18146,2024,历史,不限,否
11287,南京审计大学,202,02,30,10,562,10752,2024,历史,不限,否
11287,南京审计大学（中外合作办学）,203,03,2,2,568,9186,2024,历史,不限,否
11311,三明学院,201,01,1,1,519,28215,2024,历史,不限,否
11311,三明学院,2027,27,1,1,527,24219,2024,历史,不限,否
11311,三明学院,203,03,1,1,499,39653,2024,历史,不限,否
11318,江西科技师范大学,201,01,2,2,535,20711,2024,历史,不限,否
11318,江西科技师范大学,202,02,11,11,504,36146,2024,历史,不限,否
11318,江西科技师范大学                         A,203,03,4,4,540,18349,2024,历史,不限,否
11318,江西科技师范大学,204,04,2,2,508,34277,2024,历史,不限,否
11319,南昌工程学院                        &gt;&gt;,201,01,2,2,507,34739,2024,历史,不限,否
11319,南昌工程学院                        K,202,02,10,10,496,41275,2024,历史,不限,否
